CID,FID,CCI_CC_DistKM,CCI_CC_Name,CCI_CC_TimeMins,CCI_CC_TimeMins_5y,CCI_Cell,CCI_Cell_FIntro,CCI_DS,CCI_DS_FIntro,CCI_HHGas,CCI_HHGas_5y,CCI_HHGas_FIntro,CCI_HHMark,CCI_HHSGas,CCI_HHSGas_5y,CCI_HHSGas_FIntro,CCI_HH_0Acer,CCI_HH_1Acer,CCI_HH_2Acer,CCI_HH_5Acer,CCI_HH_mt5Acer,CCI_MoT,CCI_MoT_5y,CCI_MoT_NCTime,CCI_NBEC,CCI_NBEC_5y,CCI_NBtele,CCI_NCMR,CCI_NC_DistKM,CCI_NC_Name,CCI_Nbtele_5y,CCI_NoHH,CCI_NoHH_5y,CCI_PO_DistKM,CCI_PO_DistKM_5y,CCI_PTVtCC,CCI_PTVtCC_5y,CCI_PTVtCC_CostRs,CCI_PTVtCC_CostRs_5y,CCI_PTVtNC_5y,CCI_PTVtNC_CPPR_5y,CCI_PTVtNC_CostRs,CCI_PT_VtNC,CCI_RS,CCI_RSE,CCI_RSE_FIntro,CCI_RSI,CCI_RSI_FIntro,CCI_RS_5y,CCI_Sew,CCI_Sew_FIntro,CCI_TP,CCI_TP_5y,CCI_Tele,CCI_Tele_5y,CCI_UnoffFees,CCI_UnoffFees_Cost,CCI_VElec,CCI_VElec_5y,CCI_VElec_FIntro,Community,D_ID,M_ID,P_ID,Survey_Round,T_ID,UC_ID
110243637.0,1102436371.0,22.0,JALALPUR,60.0,60.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,20.0,20.0,20.0,15.0,8.0,3.0,26.0,60.0,30.0,0.0,1.0,22.0,JALAL PUR,0.0,175.0,225.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1979.0,1.0,1979.0,0.0,0.0,0.0,1200.0,900.0,0.0,0.0,1.0,20.0,1.0,1.0,2000.0,2.0,20.0,74.0,2.0,2.0,24.0,36.0
110243738.0,1102437382.0,13.0,JALAL PUR PIR WALA,20.0,60.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,500.0,50.0,15.0,25.0,10.0,8.0,3.0,20.0,50.0,30.0,0.0,1.0,13.0,JALAL PUR PIR WALA,0.0,600.0,400.0,5.0,5.0,1.0,1.0,30.0,15.0,1.0,15.0,30.0,1.0,0.0,5.0,2007.0,1.0,1979.0,0.0,0.0,0.0,4000.0,3000.0,0.0,0.0,1.0,50.0,1.0,1.0,2007.0,4.0,20.0,76.0,2.0,2.0,24.0,37.0
110243839.0,1102438393.0,23.0,JALAL PUR PIR WALA,30.0,30.0,1.0,2006.0,0.0,0.0,1.0,1.0,2005.0,3.0,0.0,0.0,0.0,90.0,50.0,25.0,25.0,10.0,8.0,8.0,30.0,30.0,50.0,0.0,1.0,23.0,JALAL PUR PIR WALA,0.0,200.0,180.0,12.0,12.0,1.0,1.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,1987.0,5.0,2008.0,0.0,0.0,0.0,1900.0,1500.0,0.0,0.0,1.0,70.0,1.0,1.0,1985.0,6.0,20.0,78.0,2.0,2.0,24.0,38.0
110253940.0,1102539404.0,14.0,MULTAN,25.0,40.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,100.0,50.0,20.0,30.0,5.0,6.0,25.0,30.0,30.0,1.0,1.0,14.0,MULTAN,7.0,300.0,200.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1979.0,5.0,1979.0,0.0,0.0,0.0,3000.0,2250.0,1.0,2000.0,1.0,20.0,1.0,1.0,1992.0,8.0,20.0,80.0,2.0,2.0,25.0,39.0
111264041.0,1112640411.0,18.0,KHURANIWALA,20.0,20.0,1.0,2003.0,1.0,2009.0,1.0,1.0,1996.0,3.0,1.0,1.0,1997.0,1350.0,20.0,20.0,9.0,1.0,6.0,6.0,45.0,20.0,25.0,5.0,1.0,18.0,JARANWALA,10.0,1400.0,1300.0,0.0,0.0,1.0,1.0,15.0,10.0,1.0,15.0,30.0,1.0,0.0,2.0,1979.0,5.0,1979.0,0.0,1.0,1979.0,15000.0,13000.0,1.0,1993.0,1.0,10.0,1.0,1.0,1979.0,2.0,22.0,82.0,2.0,2.0,26.0,40.0
111274142.0,1112741422.0,24.0,GOJRA,60.0,60.0,1.0,1997.0,0.0,0.0,1.0,1.0,2006.0,3.0,0.0,0.0,0.0,430.0,20.0,20.0,20.0,10.0,8.0,6.0,50.0,60.0,60.0,0.0,1.0,20.0,SAMUNDARI,0.0,500.0,450.0,0.0,0.0,1.0,1.0,50.0,25.0,1.0,20.0,40.0,1.0,0.0,2.0,1988.0,5.0,1997.0,0.0,1.0,1990.0,5000.0,4500.0,0.0,0.0,1.0,50.0,1.0,1.0,1979.0,4.0,22.0,84.0,2.0,2.0,27.0,41.0
111274243.0,1112742433.0,21.0,SAMUNDRI,60.0,90.0,1.0,2008.0,0.0,0.0,1.0,0.0,2010.0,3.0,0.0,0.0,0.0,440.0,25.0,15.0,10.0,10.0,8.0,3.0,60.0,45.0,45.0,0.0,1.0,21.0,SAMUNDARI,0.0,500.0,400.0,0.0,0.0,1.0,1.0,50.0,35.0,1.0,35.0,50.0,1.0,0.0,2.0,1979.0,1.0,1979.0,0.0,1.0,1991.0,3000.0,2600.0,0.0,0.0,0.0,0.0,1.0,1.0,1991.0,6.0,22.0,86.0,2.0,2.0,27.0,42.0
111284344.0,1112843444.0,8.0,MAMU KANJAN,15.0,30.0,1.0,2004.0,0.0,0.0,1.0,1.0,2005.0,3.0,0.0,0.0,0.0,460.0,10.0,5.0,10.0,15.0,8.0,3.0,15.0,30.0,30.0,5.0,1.0,8.0,MAMU KANJAN,4.0,500.0,450.0,0.0,0.0,1.0,1.0,18.0,10.0,1.0,10.0,18.0,1.0,0.0,2.0,1996.0,5.0,1991.0,0.0,0.0,0.0,6000.0,4500.0,1.0,2000.0,1.0,10.0,1.0,1.0,1991.0,8.0,22.0,88.0,2.0,2.0,28.0,43.0
112294445.0,1122944451.0,3.5,SIAL MORE,15.0,15.0,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,42.0,5.0,8.0,5.0,10.0,4.0,4.0,15.0,45.0,45.0,0.0,1.0,3.5,SIAL MORE,0.0,70.0,50.0,1.0,1.0,1.0,1.0,15.0,8.0,1.0,10.0,15.0,1.0,0.0,1.0,1979.0,1.0,1979.0,0.0,0.0,0.0,400.0,350.0,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2.0,24.0,90.0,2.0,2.0,29.0,44.0
112304546.0,1123045462.0,3.0,SHAH PUR,14.0,14.0,1.0,2005.0,0.0,0.0,1.0,1.0,2004.0,3.0,0.0,0.0,0.0,155.0,10.0,10.0,20.0,15.0,4.0,4.0,14.0,30.0,30.0,0.0,0.0,3.0,SHAH PUR,0.0,210.0,170.0,3.0,3.0,1.0,1.0,15.0,10.0,1.0,10.0,15.0,1.0,1.0,2.0,1979.0,5.0,1985.0,1.0,0.0,0.0,1200.0,1050.0,0.0,0.0,0.0,0.0,1.0,1.0,1979.0,4.0,24.0,92.0,2.0,2.0,30.0,45.0
112304647.0,1123046473.0,4.0,GONDAL,20.0,20.0,1.0,2005.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,6.0,3.0,3.0,90.0,60.0,90.0,0.0,0.0,16.0,SAHIWAL,0.0,59.0,45.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,1.0,1979.0,0.0,0.0,0.0,350.0,250.0,0.0,0.0,0.0,0.0,1.0,1.0,1993.0,6.0,24.0,94.0,2.0,2.0,30.0,46.0
112314748.0,1123147484.0,10.0,SILLAN WALI,25.0,25.0,1.0,2003.0,0.0,0.0,1.0,1.0,2000.0,3.0,0.0,0.0,0.0,345.0,20.0,30.0,30.0,25.0,6.0,6.0,25.0,30.0,45.0,20.0,1.0,10.0,SILLAN WALI,20.0,450.0,400.0,1.0,1.0,1.0,1.0,20.0,15.0,1.0,15.0,20.0,1.0,1.0,2.0,1979.0,5.0,1985.0,1.0,0.0,0.0,2500.0,2200.0,1.0,1998.0,0.0,0.0,1.0,1.0,1979.0,8.0,24.0,96.0,2.0,2.0,31.0,47.0
213324849.0,2133248491.0,6.0,GUJO,10.0,40.0,1.0,2008.0,0.0,0.0,1.0,0.0,2010.0,3.0,0.0,0.0,0.0,36.0,0.0,4.0,10.0,40.0,8.0,2.0,10.0,0.0,10.0,0.0,0.0,6.0,GUJO,0.0,90.0,75.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1979.0,1.0,0.0,0.0,0.0,0.0,1200.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,1988.0,2.0,26.0,98.0,4.0,2.0,32.0,48.0
213324950.0,2133249502.0,7.0,GHARO,30.0,30.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,50.0,15.0,3.0,2.0,0.0,8.0,8.0,7.0,0.0,0.0,0.0,1.0,3.0,LAIT STOP,0.0,70.0,50.0,9.0,9.0,1.0,1.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,1.0,0.0,0.0,0.0,0.0,400.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,100.0,4.0,2.0,32.0,49.0
213324952.0,2133249523.0,100.0,SOHRAB GOTH,120.0,150.0,1.0,2006.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,15.0,25.0,10.0,4.0,6.0,2.0,20.0,30.0,0.0,0.0,1.0,20.0,GHARO,0.0,79.0,65.0,20.0,20.0,1.0,1.0,120.0,150.0,1.0,10.0,20.0,1.0,0.0,2.0,2000.0,1.0,0.0,0.0,1.0,2011.0,600.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,2009.0,6.0,26.0,104.0,4.0,2.0,32.0,49.0
213335051.0,2133351514.0,3.0,KHORWAH,30.0,30.0,1.0,2010.0,0.0,0.0,1.0,0.0,2009.0,3.0,0.0,0.0,0.0,62.0,1.0,2.0,2.0,3.0,6.0,6.0,30.0,0.0,0.0,0.0,1.0,3.0,KHORWAH,0.0,70.0,40.0,10.0,12.0,1.0,1.0,10.0,2.0,1.0,10.0,10.0,1.0,0.0,2.0,1979.0,1.0,1979.0,0.0,0.0,0.0,600.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,102.0,4.0,2.0,33.0,50.0
214345253.0,2143452531.0,14.0,DADUCITY,90.0,120.0,1.0,2004.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,54.0,20.0,11.0,17.0,28.0,5.0,5.0,90.0,40.0,40.0,0.0,1.0,14.0,DADU,0.0,130.0,500.0,3.0,3.0,1.0,1.0,30.0,10.0,1.0,10.0,30.0,1.0,1.0,2.0,1979.0,2.0,2006.0,1.0,0.0,0.0,1000.0,2000.0,0.0,0.0,1.0,50.0,1.0,1.0,1979.0,2.0,28.0,106.0,4.0,2.0,34.0,52.0
214355354.0,2143553542.0,40.0,HYDERABAD MARKET,50.0,75.0,1.0,2008.0,0.0,0.0,1.0,1.0,2005.0,1.0,0.0,0.0,0.0,294.0,0.0,3.0,0.0,3.0,6.0,6.0,35.0,20.0,20.0,0.0,1.0,26.0,JAMSHOOR,0.0,300.0,225.0,4.0,4.0,1.0,1.0,60.0,40.0,1.0,15.0,30.0,1.0,1.0,2.0,2007.0,1.0,1979.0,1.0,0.0,0.0,1200.0,900.0,0.0,0.0,1.0,25.0,1.0,1.0,1985.0,4.0,28.0,108.0,4.0,2.0,35.0,53.0
214365455.0,2143654553.0,6.0,MANDI WAHIPANDI,20.0,40.0,1.0,2006.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,25.0,30.0,10.0,4.0,8.0,1.0,20.0,15.0,0.0,0.0,0.0,6.0,WAHI PANDI,0.0,90.0,80.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,1.0,0.0,0.0,0.0,0.0,450.0,367.0,0.0,0.0,1.0,10.0,1.0,0.0,2009.0,6.0,28.0,110.0,4.0,2.0,36.0,54.0
214375556.0,2143755564.0,6.0,FATAH PUR,25.0,15.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,20.0,40.0,30.0,35.0,4.0,4.0,30.0,10.0,10.0,0.0,1.0,7.0,KHAIRPUR,0.0,200.0,150.0,7.0,7.0,1.0,1.0,30.0,10.0,1.0,10.0,30.0,1.0,0.0,2.0,2000.0,1.0,1979.0,0.0,1.0,1979.0,1000.0,800.0,0.0,0.0,1.0,15.0,1.0,1.0,1995.0,8.0,28.0,112.0,4.0,2.0,37.0,55.0
215385657.0,2153856571.0,12.0,KHIPRO,60.0,60.0,1.0,2006.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,203.0,0.0,1.0,6.0,40.0,5.0,5.0,60.0,30.0,30.0,0.0,1.0,12.0,KHIPRO,0.0,250.0,200.0,12.0,12.0,1.0,1.0,60.0,30.0,1.0,20.0,30.0,1.0,0.0,3.0,2000.0,1.0,2000.0,0.0,0.0,0.0,800.0,600.0,0.0,0.0,1.0,50.0,1.0,1.0,1988.0,2.0,30.0,114.0,4.0,2.0,38.0,56.0
215395758.0,2153957582.0,18.0,SANGHAR,30.0,30.0,1.0,2007.0,0.0,0.0,1.0,1.0,2002.0,3.0,1.0,0.0,2009.0,470.0,1.0,1.0,10.0,18.0,5.0,5.0,30.0,90.0,90.0,1.0,1.0,18.0,SANGHAR,15.0,500.0,400.0,0.0,0.0,1.0,1.0,40.0,20.0,1.0,20.0,40.0,1.0,0.0,2.0,2007.0,3.0,2007.0,0.0,0.0,0.0,2500.0,2000.0,1.0,1998.0,1.0,50.0,1.0,1.0,1998.0,4.0,30.0,116.0,4.0,2.0,39.0,57.0
215395859.0,2153958593.0,20.0,SANGHAR,40.0,30.0,1.0,2006.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,80.0,1.0,1.0,10.0,8.0,5.0,5.0,40.0,30.0,30.0,0.0,1.0,20.0,SANGHAR,0.0,100.0,80.0,4.0,4.0,1.0,1.0,30.0,15.0,1.0,15.0,30.0,1.0,0.0,2.0,1979.0,2.0,1979.0,0.0,0.0,0.0,500.0,400.0,0.0,0.0,1.0,50.0,1.0,1.0,1995.0,6.0,30.0,118.0,4.0,2.0,39.0,58.0
215405960.0,2154059604.0,15.0,JHOL,80.0,85.0,1.0,2006.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,4.0,4.0,4.0,40.0,30.0,30.0,1.0,1.0,15.0,JHOL,15.0,175.0,103.0,15.0,15.0,1.0,1.0,50.0,35.0,1.0,20.0,30.0,1.0,0.0,1.0,1979.0,1.0,1979.0,0.0,0.0,0.0,835.0,545.0,1.0,2004.0,1.0,50.0,1.0,1.0,1998.0,8.0,30.0,120.0,4.0,2.0,40.0,59.0
216416061.0,2164160611.0,10.0,JACOBABAD,85.0,90.0,1.0,2004.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2010.0,200.0,80.0,80.0,50.0,40.0,1.0,1.0,85.0,30.0,30.0,0.0,1.0,10.0,JACOBABAD,0.0,450.0,450.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,3.0,2007.0,0.0,0.0,0.0,4000.0,3500.0,0.0,0.0,0.0,0.0,1.0,1.0,1985.0,2.0,32.0,122.0,4.0,2.0,41.0,60.0
216416162.0,2164161622.0,15.0,JACOBABAD,60.0,120.0,1.0,2004.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,4.0,2.0,60.0,60.0,0.0,0.0,1.0,15.0,JACOBABAD,0.0,32.0,50.0,15.0,15.0,1.0,1.0,20.0,5.0,1.0,10.0,20.0,1.0,0.0,1.0,1979.0,1.0,1979.0,0.0,0.0,0.0,120.0,160.0,0.0,0.0,0.0,0.0,1.0,0.0,1979.0,4.0,32.0,124.0,4.0,2.0,41.0,61.0
216426263.0,2164262633.0,15.0,BAKSHA PUR,30.0,30.0,1.0,2004.0,0.0,0.0,1.0,0.0,2008.0,3.0,0.0,0.0,0.0,68.0,23.0,12.0,15.0,2.0,8.0,5.0,25.0,12.0,12.0,0.0,1.0,18.0,KASHMORE,0.0,120.0,100.0,30.0,30.0,1.0,1.0,25.0,5.0,1.0,10.0,30.0,1.0,0.0,1.0,1979.0,1.0,1979.0,0.0,0.0,0.0,1500.0,1400.0,0.0,0.0,1.0,10.0,1.0,1.0,1988.0,6.0,32.0,126.0,4.0,2.0,42.0,62.0
216436364.0,2164363644.0,22.0,KANDHKOT,90.0,90.0,1.0,2004.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,29.0,20.0,18.0,15.0,8.0,3.0,60.0,5.0,0.0,0.0,1.0,11.0,TANGWANI,0.0,87.0,117.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1979.0,1.0,1979.0,0.0,0.0,0.0,1100.0,1300.0,0.0,0.0,1.0,30.0,1.0,0.0,2009.0,8.0,32.0,128.0,4.0,2.0,43.0,63.0
217446465.0,2174464651.0,20.0,TANDO MUHAMMAD KHAN,60.0,60.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,6.0,6.0,60.0,30.0,45.0,0.0,1.0,20.0,TANDO MUHAMMAD KHAN,0.0,70.0,70.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2003.0,1.0,1979.0,0.0,0.0,0.0,490.0,439.0,0.0,0.0,1.0,10.0,1.0,1.0,2003.0,2.0,34.0,130.0,4.0,2.0,44.0,64.0
217446566.0,2174465662.0,3.0,TIMO JALANI,30.0,50.0,1.0,2005.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,171.0,10.0,12.0,7.0,0.0,1.0,1.0,30.0,120.0,0.0,0.0,1.0,3.0,TIMO JALANI,0.0,200.0,140.0,8.0,8.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1979.0,1.0,1979.0,0.0,0.0,0.0,900.0,730.0,0.0,0.0,1.0,20.0,1.0,0.0,2009.0,4.0,34.0,132.0,4.0,2.0,44.0,65.0
217446667.0,2174466673.0,5.0,RALE MILL,30.0,30.0,1.0,2005.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,134.0,0.0,5.0,15.0,6.0,8.0,8.0,10.0,90.0,0.0,0.0,0.0,5.0,TANDO MUHAMMAD KHAN,0.0,160.0,160.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1979.0,1.0,1979.0,1.0,0.0,0.0,735.0,570.0,0.0,0.0,0.0,0.0,1.0,0.0,2010.0,6.0,34.0,134.0,4.0,2.0,44.0,66.0
217456768.0,2174567684.0,4.0,HALA,30.0,30.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,148.0,5.0,4.0,7.0,10.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0,KANOTH,0.0,174.0,150.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1979.0,1.0,1979.0,0.0,0.0,0.0,870.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,34.0,136.0,4.0,2.0,45.0,67.0
318466869.0,3184668691.0,10.0,PANDO,45.0,60.0,1.0,2004.0,0.0,0.0,1.0,1.0,2000.0,3.0,0.0,0.0,0.0,200.0,110.0,90.0,100.0,100.0,5.0,5.0,15.0,50.0,60.0,20.0,1.0,15.0,PESHWAR,20.0,600.0,450.0,4.0,4.0,1.0,1.0,25.0,10.0,1.0,10.0,25.0,1.0,0.0,2.0,2000.0,2.0,1990.0,0.0,0.0,0.0,2400.0,1500.0,1.0,1990.0,1.0,30.0,1.0,1.0,1979.0,2.0,36.0,138.0,6.0,2.0,46.0,68.0
318466970.0,3184669702.0,10.0,PABBI,30.0,30.0,1.0,2002.0,0.0,0.0,1.0,1.0,2004.0,3.0,1.0,1.0,2008.0,50.0,100.0,20.0,10.0,20.0,5.0,5.0,30.0,30.0,30.0,20.0,1.0,10.0,PABBI,20.0,200.0,160.0,0.0,0.0,1.0,1.0,20.0,10.0,1.0,10.0,20.0,1.0,0.0,4.0,1979.0,1.0,1995.0,0.0,0.0,0.0,1600.0,1300.0,1.0,2004.0,0.0,0.0,1.0,1.0,1979.0,4.0,36.0,140.0,6.0,2.0,46.0,69.0
318467071.0,3184670713.0,17.0,NOWSHERA,45.0,30.0,1.0,2004.0,0.0,0.0,1.0,1.0,2002.0,3.0,0.0,0.0,0.0,160.0,70.0,25.0,35.0,10.0,4.0,4.0,45.0,30.0,5.0,2.0,1.0,17.0,NOWSHERA,30.0,300.0,250.0,10.0,10.0,1.0,1.0,35.0,20.0,1.0,20.0,35.0,1.0,1.0,2.0,1979.0,2.0,1979.0,1.0,0.0,0.0,2500.0,2000.0,1.0,2002.0,1.0,30.0,1.0,1.0,1979.0,6.0,36.0,142.0,6.0,2.0,46.0,70.0
318467172.0,3184671724.0,18.0,KHAIR ABAD,30.0,45.0,1.0,2006.0,0.0,0.0,1.0,1.0,2000.0,3.0,0.0,0.0,0.0,200.0,50.0,30.0,10.0,10.0,5.0,5.0,30.0,120.0,120.0,0.0,1.0,18.0,KHAIR ABAD,0.0,300.0,250.0,18.0,18.0,1.0,1.0,40.0,20.0,1.0,20.0,40.0,1.0,0.0,4.0,1979.0,1.0,1985.0,0.0,0.0,0.0,1500.0,1200.0,0.0,0.0,1.0,40.0,1.0,1.0,1988.0,8.0,36.0,144.0,6.0,2.0,46.0,71.0
319477273.0,3194772731.0,20.0,QLANDARABAD,30.0,30.0,1.0,2005.0,0.0,0.0,1.0,1.0,2000.0,3.0,0.0,0.0,0.0,40.0,20.0,5.0,5.0,5.0,1.0,5.0,130.0,90.0,365.0,60.0,1.0,20.0,QLANDARABAD,200.0,75.0,60.0,20.0,20.0,0.0,0.0,0.0,0.0,1.0,10.0,15.0,1.0,0.0,1.0,1979.0,1.0,1979.0,0.0,0.0,0.0,800.0,600.0,1.0,1990.0,1.0,30.0,1.0,1.0,1979.0,2.0,38.0,146.0,6.0,2.0,47.0,72.0
319477274.0,3194772742.0,15.0,ABBOTABAD,60.0,60.0,1.0,2005.0,0.0,0.0,1.0,1.0,2000.0,3.0,0.0,0.0,0.0,40.0,20.0,20.0,20.0,6.0,5.0,5.0,60.0,6.0,6.0,15.0,1.0,15.0,ABBOTABAD,60.0,106.0,90.0,6.0,6.0,1.0,1.0,25.0,12.0,1.0,12.0,25.0,1.0,0.0,3.0,1979.0,1.0,1979.0,0.0,0.0,0.0,1200.0,950.0,1.0,1990.0,0.0,0.0,1.0,1.0,1979.0,4.0,38.0,148.0,6.0,2.0,47.0,72.0
319477375.0,3194773753.0,3.0,CHATTAR,20.0,20.0,1.0,2002.0,0.0,0.0,1.0,1.0,2005.0,3.0,0.0,0.0,0.0,40.0,30.0,10.0,5.0,5.0,5.0,5.0,20.0,250.0,365.0,120.0,1.0,3.0,CHATTAR PLAN,200.0,90.0,80.0,3.0,3.0,1.0,1.0,20.0,10.0,1.0,10.0,20.0,1.0,0.0,4.0,1979.0,3.0,2005.0,0.0,0.0,0.0,500.0,450.0,1.0,1999.0,0.0,0.0,1.0,1.0,1979.0,6.0,38.0,150.0,6.0,2.0,47.0,73.0
319487476.0,3194874764.0,1.0,GARI HABIB ULLAH,10.0,10.0,1.0,2005.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,170.0,30.0,0.0,0.0,0.0,5.0,5.0,10.0,300.0,365.0,20.0,1.0,1.0,GARHI HABIB ULLAH,150.0,200.0,150.0,1.0,1.0,1.0,1.0,15.0,10.0,1.0,10.0,15.0,1.0,0.0,3.0,1979.0,5.0,1979.0,0.0,0.0,0.0,1600.0,1000.0,1.0,2000.0,0.0,0.0,1.0,1.0,1992.0,8.0,38.0,152.0,6.0,2.0,48.0,74.0
