CID,FID,Tax_ID,Community,D_ID,M_ID,P_ID,Survey_Round,T_ID,Tax_MoVPaid,Tax_MoVPaid_5y,Tax_Rate,Tax_Rate_5y,UC_ID
101010101.0,1010101011.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
101010101.0,1010101011.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
101010101.0,1010101011.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
101010101.0,1010101011.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
101010202.0,1010102022.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
101010202.0,1010102022.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
101010202.0,1010102022.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
101010202.0,1010102022.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
101010203.0,1010102033.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
101010203.0,1010102033.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,17.0,12.0,2.0
101010203.0,1010102033.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
101010203.0,1010102033.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0
101020304.0,1010203044.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
101020304.0,1010203044.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,15.0,15.0,3.0
101020304.0,1010203044.0,3.0,4.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
101020304.0,1010203044.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
102030405.0,1020304051.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,16.0,9.0,4.0
102030405.0,1020304051.0,2.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,10.0,7.0,4.0
102030405.0,1020304051.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0
102030405.0,1020304051.0,4.0,1.0,2.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0
102030506.0,1020305062.0,1.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0
102030506.0,1020305062.0,2.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0
102030506.0,1020305062.0,3.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0
102030506.0,1020305062.0,4.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0
102030607.0,1020306073.0,1.0,3.0,2.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0
102030607.0,1020306073.0,2.0,3.0,2.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0
102030607.0,1020306073.0,3.0,3.0,2.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0
102030607.0,1020306073.0,4.0,3.0,2.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0
102040708.0,1020407084.0,1.0,4.0,2.0,8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
102040708.0,1020407084.0,2.0,4.0,2.0,8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
102040708.0,1020407084.0,3.0,4.0,2.0,8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
102040708.0,1020407084.0,4.0,4.0,2.0,8.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
103050809.0,1030508091.0,1.0,1.0,3.0,9.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0
103050809.0,1030508091.0,2.0,1.0,3.0,9.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0
103050809.0,1030508091.0,3.0,1.0,3.0,9.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0
103050809.0,1030508091.0,4.0,1.0,3.0,9.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0
103060910.0,1030609102.0,1.0,2.0,3.0,10.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0
103060910.0,1030609102.0,2.0,2.0,3.0,10.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0
103060910.0,1030609102.0,3.0,2.0,3.0,10.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0
103060910.0,1030609102.0,4.0,2.0,3.0,10.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0
103061011.0,1030610113.0,1.0,3.0,3.0,11.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0
103061011.0,1030610113.0,2.0,3.0,3.0,11.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0
103061011.0,1030610113.0,3.0,3.0,3.0,11.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0
103061011.0,1030610113.0,4.0,3.0,3.0,11.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0
103071112.0,1030711124.0,1.0,4.0,3.0,12.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0
103071112.0,1030711124.0,2.0,4.0,3.0,12.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0
103071112.0,1030711124.0,3.0,4.0,3.0,12.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0
103071112.0,1030711124.0,4.0,4.0,3.0,12.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0
104081213.0,1040812131.0,1.0,1.0,4.0,13.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0
104081213.0,1040812131.0,2.0,1.0,4.0,13.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0
104081213.0,1040812131.0,3.0,1.0,4.0,13.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0
104081213.0,1040812131.0,4.0,1.0,4.0,13.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0
104081314.0,1040813142.0,1.0,2.0,4.0,14.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,13.0
104081314.0,1040813142.0,2.0,2.0,4.0,14.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,13.0
104081314.0,1040813142.0,3.0,2.0,4.0,14.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,13.0
104081314.0,1040813142.0,4.0,2.0,4.0,14.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,13.0
104081415.0,1040814153.0,1.0,3.0,4.0,15.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,14.0
104081415.0,1040814153.0,2.0,3.0,4.0,15.0,1.0,1.0,8.0,1.0,1.0,5.0,5.0,14.0
104081415.0,1040814153.0,3.0,3.0,4.0,15.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,14.0
104081415.0,1040814153.0,4.0,3.0,4.0,15.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,14.0
104091516.0,1040915164.0,1.0,4.0,4.0,16.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,15.0
104091516.0,1040915164.0,2.0,4.0,4.0,16.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,15.0
104091516.0,1040915164.0,3.0,4.0,4.0,16.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,15.0
104091516.0,1040915164.0,4.0,4.0,4.0,16.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,15.0
105101617.0,1051016171.0,1.0,1.0,5.0,17.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,16.0
105101617.0,1051016171.0,2.0,1.0,5.0,17.0,1.0,1.0,10.0,1.0,1.0,15.0,10.0,16.0
105101617.0,1051016171.0,3.0,1.0,5.0,17.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,16.0
105101617.0,1051016171.0,4.0,1.0,5.0,17.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,16.0
105101718.0,1051017182.0,1.0,2.0,5.0,18.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,17.0
105101718.0,1051017182.0,2.0,2.0,5.0,18.0,1.0,1.0,10.0,1.0,1.0,17.0,10.0,17.0
105101718.0,1051017182.0,3.0,2.0,5.0,18.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,17.0
105101718.0,1051017182.0,4.0,2.0,5.0,18.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,17.0
105111819.0,1051118193.0,1.0,3.0,5.0,19.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,18.0
105111819.0,1051118193.0,2.0,3.0,5.0,19.0,1.0,1.0,11.0,1.0,1.0,15.0,10.0,18.0
105111819.0,1051118193.0,3.0,3.0,5.0,19.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,18.0
105111819.0,1051118193.0,4.0,3.0,5.0,19.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,18.0
105121920.0,1051219204.0,1.0,4.0,5.0,20.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,19.0
105121920.0,1051219204.0,2.0,4.0,5.0,20.0,1.0,1.0,12.0,1.0,1.0,15.0,10.0,19.0
105121920.0,1051219204.0,3.0,4.0,5.0,20.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,19.0
105121920.0,1051219204.0,4.0,4.0,5.0,20.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,19.0
106132021.0,1061320211.0,1.0,1.0,6.0,21.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,20.0
106132021.0,1061320211.0,2.0,1.0,6.0,21.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,20.0
106132021.0,1061320211.0,3.0,1.0,6.0,21.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,20.0
106132021.0,1061320211.0,4.0,1.0,6.0,21.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,20.0
106132122.0,1061321222.0,1.0,2.0,6.0,22.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,21.0
106132122.0,1061321222.0,2.0,2.0,6.0,22.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,21.0
106132122.0,1061321222.0,3.0,2.0,6.0,22.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,21.0
106132122.0,1061321222.0,4.0,2.0,6.0,22.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,21.0
106142223.0,1061422233.0,1.0,3.0,6.0,23.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,22.0
106142223.0,1061422233.0,2.0,3.0,6.0,23.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,22.0
106142223.0,1061422233.0,3.0,3.0,6.0,23.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,22.0
106142223.0,1061422233.0,4.0,3.0,6.0,23.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,22.0
106142324.0,1061423244.0,1.0,4.0,6.0,24.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,23.0
106142324.0,1061423244.0,2.0,4.0,6.0,24.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,23.0
106142324.0,1061423244.0,3.0,4.0,6.0,24.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,23.0
106142324.0,1061423244.0,4.0,4.0,6.0,24.0,1.0,1.0,14.0,1.0,1.0,2.0,2.0,23.0
107152425.0,1071524251.0,1.0,1.0,7.0,25.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,24.0
107152425.0,1071524251.0,2.0,1.0,7.0,25.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,24.0
107152425.0,1071524251.0,3.0,1.0,7.0,25.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,24.0
107152425.0,1071524251.0,4.0,1.0,7.0,25.0,1.0,1.0,15.0,1.0,1.0,5.0,3.0,24.0
107162526.0,1071625262.0,1.0,2.0,7.0,26.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,25.0
107162526.0,1071625262.0,2.0,2.0,7.0,26.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,25.0
107162526.0,1071625262.0,3.0,2.0,7.0,26.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,25.0
107162526.0,1071625262.0,4.0,2.0,7.0,26.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,25.0
107162627.0,1071626273.0,1.0,3.0,7.0,27.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,26.0
107162627.0,1071626273.0,2.0,3.0,7.0,27.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,26.0
107162627.0,1071626273.0,3.0,3.0,7.0,27.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,26.0
107162627.0,1071626273.0,4.0,3.0,7.0,27.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,26.0
107172728.0,1071727284.0,1.0,4.0,7.0,28.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,27.0
107172728.0,1071727284.0,2.0,4.0,7.0,28.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,27.0
107172728.0,1071727284.0,3.0,4.0,7.0,28.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,27.0
107172728.0,1071727284.0,4.0,4.0,7.0,28.0,1.0,1.0,17.0,1.0,1.0,20.0,20.0,27.0
108182829.0,1081828291.0,1.0,1.0,8.0,29.0,1.0,1.0,18.0,1.0,0.0,0.0,0.0,28.0
108182829.0,1081828291.0,2.0,1.0,8.0,29.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,28.0
108182829.0,1081828291.0,3.0,1.0,8.0,29.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,28.0
108182829.0,1081828291.0,4.0,1.0,8.0,29.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,28.0
108192930.0,1081929302.0,1.0,2.0,8.0,30.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,29.0
108192930.0,1081929302.0,2.0,2.0,8.0,30.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,29.0
108192930.0,1081929302.0,3.0,2.0,8.0,30.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,29.0
108192930.0,1081929302.0,4.0,2.0,8.0,30.0,1.0,1.0,19.0,1.0,1.0,0.0,0.0,29.0
108203031.0,1082030313.0,1.0,3.0,8.0,31.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,30.0
108203031.0,1082030313.0,2.0,3.0,8.0,31.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,30.0
108203031.0,1082030313.0,3.0,3.0,8.0,31.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,30.0
108203031.0,1082030313.0,4.0,3.0,8.0,31.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,30.0
108213132.0,1082131324.0,1.0,4.0,8.0,32.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,31.0
108213132.0,1082131324.0,2.0,4.0,8.0,32.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,31.0
108213132.0,1082131324.0,3.0,4.0,8.0,32.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,31.0
108213132.0,1082131324.0,4.0,4.0,8.0,32.0,1.0,1.0,21.0,1.0,1.0,0.0,0.0,31.0
109223233.0,1092232331.0,1.0,1.0,9.0,33.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,32.0
109223233.0,1092232331.0,2.0,1.0,9.0,33.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,32.0
109223233.0,1092232331.0,3.0,1.0,9.0,33.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,32.0
109223233.0,1092232331.0,4.0,1.0,9.0,33.0,1.0,1.0,22.0,1.0,1.0,0.019999999552965164,0.009999999776482582,32.0
109223334.0,1092233342.0,1.0,2.0,9.0,34.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,33.0
109223334.0,1092233342.0,2.0,2.0,9.0,34.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,33.0
109223334.0,1092233342.0,3.0,2.0,9.0,34.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,33.0
109223334.0,1092233342.0,4.0,2.0,9.0,34.0,1.0,1.0,22.0,1.0,1.0,0.6000000238418579,0.10000000149011612,33.0
109233435.0,1092334353.0,1.0,3.0,9.0,35.0,1.0,1.0,23.0,1.0,1.0,2.5,0.0,34.0
109233435.0,1092334353.0,2.0,3.0,9.0,35.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,34.0
109233435.0,1092334353.0,3.0,3.0,9.0,35.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,34.0
109233435.0,1092334353.0,4.0,3.0,9.0,35.0,1.0,1.0,23.0,1.0,0.0,2.5,0.0,34.0
109233536.0,1092335364.0,1.0,4.0,9.0,36.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,35.0
109233536.0,1092335364.0,2.0,4.0,9.0,36.0,1.0,1.0,23.0,1.0,1.0,5.0,3.0,35.0
109233536.0,1092335364.0,3.0,4.0,9.0,36.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,35.0
109233536.0,1092335364.0,4.0,4.0,9.0,36.0,1.0,1.0,23.0,1.0,1.0,1.0,0.5,35.0
110243637.0,1102436371.0,1.0,1.0,10.0,37.0,1.0,1.0,24.0,1.0,1.0,0.0,0.0,36.0
110243637.0,1102436371.0,2.0,1.0,10.0,37.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,36.0
110243637.0,1102436371.0,3.0,1.0,10.0,37.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,36.0
110243637.0,1102436371.0,4.0,1.0,10.0,37.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,36.0
110243738.0,1102437382.0,1.0,2.0,10.0,38.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,37.0
110243738.0,1102437382.0,2.0,2.0,10.0,38.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,37.0
110243738.0,1102437382.0,3.0,2.0,10.0,38.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,37.0
110243738.0,1102437382.0,4.0,2.0,10.0,38.0,1.0,1.0,24.0,1.0,1.0,17.0,12.0,37.0
