CID,FID,Loc_ID,Community,D_ID,LocF_DistVKM,LocF_NearVKM,LocF_NoPWork,LocF_NoVRad20KM,LocF_OwnBNoPPDV,LocF_RC,LocF_SalNoPPD,LocF_Start_y,LocF_VRad20KM,Loc_IINear_DistKM,Loc_IINear_RC,M_ID,P_ID,Survey_Round,T_ID,UC_ID
106142324.0,1061423244.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,24.0,1.0,1.0,14.0,23.0
106142324.0,1061423244.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,24.0,1.0,1.0,14.0,23.0
106142324.0,1061423244.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,24.0,1.0,1.0,14.0,23.0
106142324.0,1061423244.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,24.0,1.0,1.0,14.0,23.0
106142324.0,1061423244.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,24.0,1.0,1.0,14.0,23.0
106142324.0,1061423244.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,24.0,1.0,1.0,14.0,23.0
107152425.0,1071524251.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,25.0,1.0,1.0,15.0,24.0
107152425.0,1071524251.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,25.0,1.0,1.0,15.0,24.0
107152425.0,1071524251.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,25.0,1.0,1.0,15.0,24.0
107152425.0,1071524251.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,25.0,1.0,1.0,15.0,24.0
107152425.0,1071524251.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,25.0,1.0,1.0,15.0,24.0
107152425.0,1071524251.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,25.0,1.0,1.0,15.0,24.0
107162526.0,1071625262.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,26.0,1.0,1.0,16.0,25.0
107162526.0,1071625262.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,26.0,1.0,1.0,16.0,25.0
107162526.0,1071625262.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,26.0,1.0,1.0,16.0,25.0
107162526.0,1071625262.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,26.0,1.0,1.0,16.0,25.0
107162526.0,1071625262.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,26.0,1.0,1.0,16.0,25.0
107162526.0,1071625262.0,6.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,26.0,1.0,1.0,16.0,25.0
107162627.0,1071626273.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,27.0,1.0,1.0,16.0,26.0
107162627.0,1071626273.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,27.0,1.0,1.0,16.0,26.0
107162627.0,1071626273.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,27.0,1.0,1.0,16.0,26.0
107162627.0,1071626273.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,27.0,1.0,1.0,16.0,26.0
107162627.0,1071626273.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,27.0,1.0,1.0,16.0,26.0
107162627.0,1071626273.0,6.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,27.0,1.0,1.0,16.0,26.0
107172728.0,1071727284.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,28.0,1.0,1.0,17.0,27.0
107172728.0,1071727284.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,28.0,1.0,1.0,17.0,27.0
107172728.0,1071727284.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,28.0,1.0,1.0,17.0,27.0
107172728.0,1071727284.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.0,28.0,1.0,1.0,17.0,27.0
107172728.0,1071727284.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,28.0,1.0,1.0,17.0,27.0
107172728.0,1071727284.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,28.0,1.0,1.0,17.0,27.0
108182829.0,1081828291.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,29.0,1.0,1.0,18.0,28.0
108182829.0,1081828291.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,29.0,1.0,1.0,18.0,28.0
108182829.0,1081828291.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,29.0,1.0,1.0,18.0,28.0
108182829.0,1081828291.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,1.0,29.0,1.0,1.0,18.0,28.0
108182829.0,1081828291.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,29.0,1.0,1.0,18.0,28.0
108182829.0,1081828291.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,29.0,1.0,1.0,18.0,28.0
108192930.0,1081929302.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,30.0,1.0,1.0,19.0,29.0
108192930.0,1081929302.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,30.0,1.0,1.0,19.0,29.0
108192930.0,1081929302.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,30.0,1.0,1.0,19.0,29.0
108192930.0,1081929302.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,30.0,1.0,1.0,19.0,29.0
108192930.0,1081929302.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,30.0,1.0,1.0,19.0,29.0
108192930.0,1081929302.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,30.0,1.0,1.0,19.0,29.0
108203031.0,1082030313.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,31.0,1.0,1.0,20.0,30.0
108203031.0,1082030313.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,31.0,1.0,1.0,20.0,30.0
108203031.0,1082030313.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,31.0,1.0,1.0,20.0,30.0
108203031.0,1082030313.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,31.0,1.0,1.0,20.0,30.0
108203031.0,1082030313.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,31.0,1.0,1.0,20.0,30.0
108203031.0,1082030313.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,31.0,1.0,1.0,20.0,30.0
108213132.0,1082131324.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,32.0,1.0,1.0,21.0,31.0
108213132.0,1082131324.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,32.0,1.0,1.0,21.0,31.0
108213132.0,1082131324.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,32.0,1.0,1.0,21.0,31.0
108213132.0,1082131324.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,32.0,1.0,1.0,21.0,31.0
108213132.0,1082131324.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,32.0,1.0,1.0,21.0,31.0
108213132.0,1082131324.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,32.0,1.0,1.0,21.0,31.0
109223233.0,1092232331.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,33.0,1.0,1.0,22.0,32.0
109223233.0,1092232331.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,33.0,1.0,1.0,22.0,32.0
109223233.0,1092232331.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,33.0,1.0,1.0,22.0,32.0
109223233.0,1092232331.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,33.0,1.0,1.0,22.0,32.0
109223233.0,1092232331.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,33.0,1.0,1.0,22.0,32.0
109223233.0,1092232331.0,6.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,33.0,1.0,1.0,22.0,32.0
109223334.0,1092233342.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,34.0,1.0,1.0,22.0,33.0
109223334.0,1092233342.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,34.0,1.0,1.0,22.0,33.0
109223334.0,1092233342.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,34.0,1.0,1.0,22.0,33.0
109223334.0,1092233342.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,34.0,1.0,1.0,22.0,33.0
109223334.0,1092233342.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,34.0,1.0,1.0,22.0,33.0
109223334.0,1092233342.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,34.0,1.0,1.0,22.0,33.0
109233435.0,1092334353.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,35.0,1.0,1.0,23.0,34.0
109233435.0,1092334353.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,35.0,1.0,1.0,23.0,34.0
109233435.0,1092334353.0,3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,35.0,1.0,1.0,23.0,34.0
109233435.0,1092334353.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,35.0,1.0,1.0,23.0,34.0
109233435.0,1092334353.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,35.0,1.0,1.0,23.0,34.0
109233435.0,1092334353.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,35.0,1.0,1.0,23.0,34.0
109233536.0,1092335364.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,36.0,1.0,1.0,23.0,35.0
109233536.0,1092335364.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,36.0,1.0,1.0,23.0,35.0
109233536.0,1092335364.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,36.0,1.0,1.0,23.0,35.0
109233536.0,1092335364.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,36.0,1.0,1.0,23.0,35.0
109233536.0,1092335364.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,36.0,1.0,1.0,23.0,35.0
109233536.0,1092335364.0,6.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,36.0,1.0,1.0,23.0,35.0
110243637.0,1102436371.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,37.0,1.0,1.0,24.0,36.0
110243637.0,1102436371.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,37.0,1.0,1.0,24.0,36.0
110243637.0,1102436371.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,37.0,1.0,1.0,24.0,36.0
110243637.0,1102436371.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,37.0,1.0,1.0,24.0,36.0
110243637.0,1102436371.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,37.0,1.0,1.0,24.0,36.0
110243637.0,1102436371.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,37.0,1.0,1.0,24.0,36.0
110243738.0,1102437382.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,38.0,1.0,1.0,24.0,37.0
110243738.0,1102437382.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,38.0,1.0,1.0,24.0,37.0
110243738.0,1102437382.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,38.0,1.0,1.0,24.0,37.0
110243738.0,1102437382.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,38.0,1.0,1.0,24.0,37.0
110243738.0,1102437382.0,5.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,38.0,1.0,1.0,24.0,37.0
110243738.0,1102437382.0,6.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,38.0,1.0,1.0,24.0,37.0
110243839.0,1102438393.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,39.0,1.0,1.0,24.0,38.0
110243839.0,1102438393.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,39.0,1.0,1.0,24.0,38.0
110243839.0,1102438393.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,39.0,1.0,1.0,24.0,38.0
110243839.0,1102438393.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,39.0,1.0,1.0,24.0,38.0
110243839.0,1102438393.0,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,39.0,1.0,1.0,24.0,38.0
110243839.0,1102438393.0,6.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,39.0,1.0,1.0,24.0,38.0
110253940.0,1102539404.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,40.0,1.0,1.0,25.0,39.0
110253940.0,1102539404.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,40.0,1.0,1.0,25.0,39.0
110253940.0,1102539404.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,40.0,1.0,1.0,25.0,39.0
110253940.0,1102539404.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,40.0,1.0,1.0,25.0,39.0
110253940.0,1102539404.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,40.0,1.0,1.0,25.0,39.0
110253940.0,1102539404.0,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,40.0,1.0,1.0,25.0,39.0
111264041.0,1112640411.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,41.0,1.0,1.0,26.0,40.0
111264041.0,1112640411.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,41.0,1.0,1.0,26.0,40.0
111264041.0,1112640411.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,41.0,1.0,1.0,26.0,40.0
111264041.0,1112640411.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,41.0,1.0,1.0,26.0,40.0
111264041.0,1112640411.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,1.0,1.0,26.0,40.0
111264041.0,1112640411.0,6.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,41.0,1.0,1.0,26.0,40.0
111274142.0,1112741422.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,42.0,1.0,1.0,27.0,41.0
111274142.0,1112741422.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,42.0,1.0,1.0,27.0,41.0
111274142.0,1112741422.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,42.0,1.0,1.0,27.0,41.0
111274142.0,1112741422.0,4.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,42.0,1.0,1.0,27.0,41.0
111274142.0,1112741422.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,42.0,1.0,1.0,27.0,41.0
111274142.0,1112741422.0,6.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,42.0,1.0,1.0,27.0,41.0
111274243.0,1112742433.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,1.0,27.0,42.0
111274243.0,1112742433.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,1.0,1.0,27.0,42.0
111274243.0,1112742433.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,1.0,27.0,42.0
111274243.0,1112742433.0,4.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,43.0,1.0,1.0,27.0,42.0
111274243.0,1112742433.0,5.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,1.0,27.0,42.0
111274243.0,1112742433.0,6.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,1.0,27.0,42.0
111284344.0,1112843444.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,44.0,1.0,1.0,28.0,43.0
111284344.0,1112843444.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,44.0,1.0,1.0,28.0,43.0
111284344.0,1112843444.0,3.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,44.0,1.0,1.0,28.0,43.0
111284344.0,1112843444.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,44.0,1.0,1.0,28.0,43.0
111284344.0,1112843444.0,5.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,44.0,1.0,1.0,28.0,43.0
111284344.0,1112843444.0,6.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,44.0,1.0,1.0,28.0,43.0
112294445.0,1122944451.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,45.0,1.0,1.0,29.0,44.0
112294445.0,1122944451.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,45.0,1.0,1.0,29.0,44.0
112294445.0,1122944451.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,45.0,1.0,1.0,29.0,44.0
112294445.0,1122944451.0,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,45.0,1.0,1.0,29.0,44.0
112294445.0,1122944451.0,5.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,45.0,1.0,1.0,29.0,44.0
112294445.0,1122944451.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,45.0,1.0,1.0,29.0,44.0
112304546.0,1123045462.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,46.0,1.0,1.0,30.0,45.0
112304546.0,1123045462.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,46.0,1.0,1.0,30.0,45.0
112304546.0,1123045462.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,46.0,1.0,1.0,30.0,45.0
112304546.0,1123045462.0,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,46.0,1.0,1.0,30.0,45.0
112304546.0,1123045462.0,5.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,46.0,1.0,1.0,30.0,45.0
112304546.0,1123045462.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,46.0,1.0,1.0,30.0,45.0
