Survey_Round,CID,Community,WC1_Set1,WC1_Set2,WC1_Set3,WC1_TnoF,WC1_NoLO,WC1_NoPTNLO,WC1_NoCArr_2y,WC1_NoZ,WC1_Name1,WC1_Percent1,WC1_Name2,WC1_Percent2,WC1_Name3,WC1_Percent3,WC1_HAH_Acres,WC1_MAH_Acres,WC1_TAH_Acres,WC1_LH_FLargest,WC1_LH_Slargest,WC1_LH_TLargest,WC1_LO_IA,WC1_LO_IAHP,WC1_LO_OP,WC1_LO_OPHP,WC1_LO_Pol,WC1_LO_PolHP,WC1_FO,WC1_FOStart_y,WC1_FO_Init,WC1_FO_EWC,WC1_FO_HWC,WC1_FO_MWC,WC1_FO_TWC,WC1_FMnI_EWC,WC1_FMnI_HWC,WC1_FMnI_MWC,WC1_FMnI_TWC,WC1_FO_CoActive,WC1_FExchCT,WC1_FExchCT_Percent,WC1_FExchCT_Head,WC1_FExchCT_Mid,WC1_FExchCT_Tail,WC1_FSCT,WC1_FSCT_Percent,WC1_FSCT_Head,WC1_FSCT_Mid,WC1_FSCT_Tail,WC1_Lining_Init,WC1_OpenK_w,WC1_OpenR_w,WC2_Set1,WC2_Set2,WC2_Set3,WC2_TnoF,WC2_NoLO,WC2_NoPTNLO,WC2_NoCArr_2y,WC2_NoZ,WC2_Name1,WC2_Percent1,WC2_Name2,WC2_Percent2,WC2_Name3,WC2_Percent3,WC2_HAH_Acres,WC2_MAH_Acres,WC2_TAH_Acres,WC2_LH_FLargest,WC2_LH_Slargest,WC2_LH_TLargest,WC2_LO_IA,WC2_LO_IAHP,WC2_LO_OP,WC2_LO_OPHP,WC2_LO_Pol,WC2_LO_PolHP,WC2_FO,WC2_FOStart_y,WC2_FO_Init,WC2_FO_EWC,WC2_FO_HWC,WC2_FO_MWC,WC2_FO_TWC,WC2_FMnI_EWC,WC2_FMnI_HWC,WC2_FMnI_MWC,WC2_FMnI_TWC,WC2_FO_CoActive,WC2_FExchCT,WC2_FExchCT_Percent,WC2_FExchCT_Head,WC2_FExchCT_Mid,WC2_FExchCT_Tail,WC2_FSCT,WC2_FSCT_Percent,WC2_FSCT_Head,WC2_FSCT_Mid,S11_Q_23_C_WC2_TAIL,WC2_Lining_Init,WC3_Set1,WC3_Set2,WC3_Set3,WC3_TnoF,WC3_NoLO,WC3_NoPTNLO,WC3_NoCArr_2y,WC3_NoZ,WC3_Name1,WC3_Percent1,WC3_Name2,WC3_Percent2,WC3_Name3,WC3_Percent3,WC3_HAH_Acres,WC3_MAH_Acres,WC3_TAH_Acres,WC3_LH_FLargest,WC3_LH_Slargest,WC3_LH_TLargest,WC3_LO_IA,WC3_LO_IAHP,WC3_LO_OP,WC3_LO_OPHP,WC3_LO_Pol,WC3_LO_PolHP,WC3_FO,WC3_FOStart_y,WC3_FO_Init,WC3_FO_EWC,WC3_FO_HWC,WC3_FO_MWC,WC3_FO_TWC,WC3_FMnI_EWC,WC3_FMnI_HWC,WC3_FMnI_MWC,WC3_FMnI_TWC,WC3_FO_CoActive,WC3_FExchCT,WC3_FExchCT_Percent,WC3_FExchCT_Head,WC3_FExchCT_Mid,WC3_FExchCT_Tail,WC3_FSCT,WC3_FSCT_Percent,WC3_FSCT_Head,WC3_FSCT_Mid,WC3_FSCT_Tail,WC3_Lining_Init,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,Item_ID,WC_CanalFull_w,WC_CanalHalf_w,WC_CanalQuarter_w,WC_CanalEmpty_w,WC_CNotFull_Res
1,108182829,1,181/7R,1801/7R,,80.0,70.0,10.0,0.0,5.0,BALOCH,60.0,JUTT,30.0,ARAIN,10.0,3.0,2.0,5.0,30.0,15.0,10.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,30.0,40.0,30.0,0.0,0.0,,,,,0.0,,,,,2.0,16.0,16.0,181/7R,,,100.0,95.0,5.0,0.0,7.0,BALOCH,50.0,ARYIN,40.0,JUTT,10.0,10.0,8.0,5.0,28.0,18.0,12.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,30.0,40.0,30.0,0.0,0.0,,,,,0.0,,,,,2.0,181/7R,AZAFI BASTI 171/7R,,80.0,72.0,8.0,0.0,7.0,BALOCH,35.0,ARYIN,30.0,JUTT,20.0,3.0,4.0,5.0,32.0,18.0,12.5,1.0,BAILDAR,0.0,,0.0,,4.0,,,,,,,100.0,33.0,34.0,33.0,0.0,0.0,,,,,0.0,,,,,2.0,1081828291.0,1,8,18,28,29,,,,,,
1,108192930,2,NOOR JAHANIA,,,8.0,8.0,0.0,0.0,3.0,JOTEYA,50.0,BALOCH,30.0,SUPPRY,20.0,25.0,25.0,25.0,55.0,50.0,50.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,25.0,50.0,25.0,0.0,1.0,5.0,3.0,2.0,1.0,0.0,,,,,2.0,24.0,24.0,NOOR JAHANIA,,,20.0,15.0,5.0,0.0,8.0,JOTEYA,40.0,BALOCH,40.0,SUPPARY,20.0,10.0,10.0,10.0,35.0,23.0,10.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,33.0,34.0,33.0,0.0,1.0,10.0,3.0,1.0,2.0,0.0,,,,,2.0,NOOR JAHANIAN,,,25.0,23.0,2.0,0.0,6.0,JOTEYA,30.0,BALOCH,30.0,SUPPARY,25.0,6.0,8.0,5.0,15.0,10.0,9.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,40.0,30.0,30.0,0.0,1.0,10.0,1.0,2.0,3.0,0.0,,,,,2.0,1081929302.0,1,8,19,29,30,,,,,,
1,108203031,3,122 MURAD,125 MURAD,,300.0,280.0,20.0,3.0,8.0,JUTT,40.0,MALIK,40.0,ARYIN,20.0,10.0,10.0,5.0,23.0,20.0,15.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,30.0,40.0,30.0,0.0,0.0,,,,,0.0,,,,,2.0,20.0,20.0,122 M,125 MURAD,,285.0,260.0,15.0,5.0,6.0,JUTT,40.0,MALIK,35.0,ARAYIN,25.0,8.0,10.0,5.0,25.0,20.0,15.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,50.0,25.0,25.0,0.0,0.0,,,,,0.0,,,,,2.0,122 M,,,150.0,120.0,30.0,8.0,5.0,JUTT,40.0,MALIK,30.0,ARAIN,20.0,6.5,10.0,5.0,25.0,20.0,15.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,50.0,30.0,20.0,0.0,0.0,,,,,0.0,,,,,2.0,1082030313.0,1,8,20,30,31,,,,,,
1,108213132,4,MASA SINGH KHONA,,,60.0,50.0,10.0,0.0,4.0,SAPRIA,75.0,BALOCH,20.0,CHADAR,5.0,75.0,5.0,4.0,30.0,25.0,25.0,0.0,,1.0,PRESIDENT OF PIDA,0.0,,4.0,,,,,,,100.0,40.0,30.0,30.0,0.0,1.0,50.0,1.0,2.0,3.0,0.0,,,,,2.0,0.0,18.0,MASA SINGH KHONA,,,45.0,45.0,0.0,0.0,10.0,SAPRAY,50.0,BALOCH,25.0,CHADAR,15.0,5.0,3.0,5.0,50.0,25.0,20.0,0.0,,1.0,PRESEDENT PIDA,0.0,,4.0,,,,,,,100.0,34.0,33.0,33.0,0.0,1.0,50.0,1.0,2.0,3.0,0.0,,,,,,MASA SING KHONA,,,60.0,35.0,25.0,0.0,5.0,SAPRAY,38.0,BALOCH,30.0,CHADAR,27.0,4.0,5.0,5.0,13.0,11.0,8.0,0.0,,1.0,PRESIDENT PIDA,0.0,,4.0,,,,,,,100.0,30.0,40.0,30.0,0.0,1.0,50.0,1.0,2.0,3.0,0.0,,,,,2.0,1082131324.0,1,8,21,31,32,,,,,,
1,109223233,1,305/2,285/14,285/10,10.0,3.0,7.0,0.0,3.0,ARAIN,65.0,JUTT,25.0,MISAN,10.0,5.0,6.0,7.5,13.0,12.0,6.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,30.0,30.0,40.0,0.0,0.0,,,,,0.0,,,,,1.0,20.0,22.0,305/4,285/12,285/7,13.0,4.0,9.0,1.0,3.0,ARAIN,40.0,MISAN,35.0,JUTT,25.0,12.5,4.0,1.0,50.0,45.0,40.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,33.0,33.0,34.0,0.0,0.0,,,,,0.0,,,,,1.0,286/9,306/1,306/13,8.0,5.0,3.0,0.0,3.0,ARAIN,60.0,MISAN,35.0,RAJPUT,5.0,5.0,4.0,6.0,25.5,22.0,20.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,33.0,33.0,34.0,0.0,0.0,,,,,0.0,,,,,1.0,1092232331.0,1,9,22,32,33,,,,,,
1,109223334,2,MALIK MEHBOOB PLOT,HAFIZ WALA PLOT,YAR MUHAMMAD PLOT,230.0,200.0,30.0,0.0,5.0,ARAIN,65.0,KAPAHI,20.0,BALOCH,15.0,5.0,7.0,3.0,27.0,20.0,20.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,33.3,33.3,33.3,0.0,1.0,50.0,1.0,2.0,3.0,0.0,,,,,,12.0,12.0,HAFIZ WALA PLOT,ABDUL SAMAD WALA PLOT,BASHIR AHMED WALA PLOT,300.0,280.0,20.0,0.0,3.0,ARAIN,50.0,DIRIG,30.0,DHANDU,20.0,50.0,50.0,50.0,4.0,3.0,2.5,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,33.3,33.3,33.3,0.0,1.0,40.0,1.0,2.0,3.0,0.0,,,,,,HAJI IRSHAD AHMED,HAFIZ MUHAMMAD ARSHAD,HAJI MUHAMMAD HUSSAIN,280.0,270.0,10.0,0.0,1.0,ARAIN,100.0,,-99.0,,-99.0,5.0,4.0,3.5,52.0,46.0,32.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,33.4,33.3,33.3,0.0,0.0,,,,,0.0,,,,,,1092233342.0,1,9,22,33,34,,,,,,
1,109233435,3,JUTT KA MURABA,HASSAN BALOUCH MURABA,TINDAR MURRABA,80.0,50.0,30.0,0.0,4.0,ARAIN,60.0,KHOKHAR,30.0,BALOCH,10.0,5.0,3.0,5.0,45.0,20.0,15.0,0.0,,0.0,,0.0,,4.0,,,,,,,75.0,25.0,25.0,25.0,0.0,1.0,100.0,1.0,2.0,3.0,0.0,,,,,2.0,22.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092334353.0,1,9,23,34,35,,,,,,
1,109233536,4,CHAK 29/P,,,50.0,30.0,20.0,0.0,3.0,ARAIN,40.0,PATHAN,35.0,SARAKI,25.0,4.0,8.0,6.0,50.0,45.0,42.0,0.0,,0.0,,0.0,,4.0,,,,,,,30.0,0.0,30.0,0.0,0.0,0.0,,,,,0.0,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092335364.0,1,9,23,35,36,,,,,,
1,110243637,1,KULYAR WALA,QAZI WALA,CUT WALA,200.0,100.0,100.0,0.0,4.0,,100.0,,-99.0,,-99.0,7.0,8.0,6.0,50.0,40.0,20.0,0.0,,0.0,,0.0,,4.0,,,,,,,50.0,20.0,20.0,10.0,0.0,0.0,,,,,0.0,,,,,2.0,,,CUT WALA,TIBI WALA,PANDI KHOO,105.0,25.0,80.0,0.0,5.0,,80.0,,10.0,,10.0,5.0,6.0,8.0,45.0,30.0,28.0,0.0,,0.0,,0.0,,4.0,,,,,,,75.0,25.0,25.0,25.0,0.0,0.0,,,,,0.0,,,,,,MOZA BOHAR,FRADI KHOO,MUHAMMAD WALA,160.0,60.0,100.0,0.0,1.0,,100.0,,-99.0,,-99.0,8.0,6.0,6.0,50.0,44.0,38.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,50.0,25.0,25.0,0.0,0.0,,,,,0.0,,,,,,1102436371.0,1,10,24,36,37,,,,,,
1,110243738,2,75.M CHAK,,,200.0,50.0,150.0,20.0,3.0,,95.0,,4.0,,1.0,25.0,20.0,15.0,90.0,80.0,75.0,0.0,,1.0,GOVT TEACHER,1.0,CONCELOR,4.0,,,,,,,100.0,33.0,34.0,33.0,0.0,1.0,50.0,1.0,2.0,3.0,1.0,10.0,1.0,2.0,3.0,2.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102437382.0,1,10,24,37,38,,,,,,
1,110243839,3,BHATRAIN,MARACHAY WALI,KUBBH,100.0,100.0,0.0,7.0,10.0,,55.0,,25.0,,20.0,7.0,10.0,8.0,125.0,75.0,60.0,0.0,,0.0,,1.0,NAZIM UC,4.0,,,,,,,100.0,34.0,33.0,33.0,0.0,1.0,50.0,1.0,2.0,3.0,1.0,25.0,1.0,2.0,3.0,2.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102438393.0,1,10,24,38,39,,,,,,
1,110253940,4,CHAK 001/GULZAR,CHAK 001/GULZAR,CHAK 001/GULZAR,44.0,44.0,0.0,4.0,7.0,,50.0,,30.0,,20.0,3.0,7.0,4.0,12.5,10.0,8.0,1.0,BAILDAR,1.0,CONSTABLE POLICE,1.0,CONSLER,1.0,1960.0,1.0,20.0,5.0,5.0,10.0,100.0,33.0,33.0,34.0,1.0,1.0,10.0,1.0,2.0,3.0,1.0,20.0,3.0,2.0,1.0,2.0,16.0,20.0,CHAK 001/GULZAR,CHAK 001/GULZAR,CHAK 001/GULZAR,46.0,46.0,0.0,3.0,15.0,,40.0,,25.0,,20.0,8.0,6.0,5.0,44.0,25.0,12.5,0.0,,1.0,CONSATABLE POLICE,0.0,,1.0,1960.0,1.0,20.0,5.0,5.0,10.0,100.0,33.0,33.0,34.0,1.0,1.0,10.0,1.0,3.0,2.0,1.0,20.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102539404.0,1,10,25,39,40,,,,,,
1,111264041,1,NEW ABADI 1,NEW ABADI 2,NEW ABADI 3,180.0,100.0,80.0,30.0,4.0,RAJPOOT,40.0,ARIAN,40.0,JUTT,20.0,1.5,2.0,1.5,7.0,5.0,4.0,0.0,,0.0,,0.0,,4.0,,,,,,,60.0,20.0,20.0,20.0,0.0,0.0,,,,,0.0,,,,,,25.0,20.0,OLD ABADI,PURANI MASJID WALI,PURANI MASJID WALI,400.0,250.0,150.0,50.0,6.0,RAJPOOT,45.0,ARIAN,40.0,JUTT,15.0,2.0,2.5,4.0,10.0,7.0,5.0,1.0,PIDA MEMBER,0.0,,0.0,,4.0,,,,,,,60.0,20.0,20.0,20.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112640411.0,1,11,26,40,41,,,,,,
1,111274142,2,223 VILLAGE WALI,,,200.0,190.0,10.0,0.0,2.0,JUTT,95.0,ARIEN,5.0,,-99.0,10.0,10.0,10.0,25.0,12.5,12.0,1.0,PIDA MEMBER,0.0,,0.0,,4.0,,,,,,,70.0,20.0,30.0,20.0,0.0,1.0,10.0,1.0,2.0,3.0,0.0,,,,,,24.0,24.0,224 WALI,,,100.0,70.0,30.0,0.0,1.0,JUTT,100.0,,,,,10.0,10.0,10.0,28.0,12.5,10.0,1.0,PIDA MEMBER,0.0,,0.0,,4.0,,,,,,,80.0,30.0,30.0,20.0,0.0,1.0,10.0,1.0,2.0,3.0,0.0,,,,,,DERAY,,,100.0,90.0,10.0,0.0,1.0,JUTT,100.0,,-99.0,,-99.0,6.0,8.0,5.0,25.0,10.0,8.0,1.0,PIDA MEMBER,0.0,,0.0,,4.0,,,,,,,80.0,40.0,20.0,30.0,0.0,1.0,10.0,1.0,2.0,3.0,0.0,,,,,,1112741422.0,1,11,27,41,42,,,,,,
1,111274243,3,530 NARANGWAL,530 NARANGWAL,530 NARANGWAL,150.0,75.0,75.0,0.0,8.0,COMBO,70.0,ARIEN,20.0,JUTT,10.0,12.5,8.0,3.0,12.5,8.0,7.5,1.0,PIDA MEMBER,0.0,,0.0,,4.0,,,,,,,100.0,33.0,33.0,33.0,0.0,0.0,,,,,0.0,,,,,,25.0,25.0,530 NARANGWAL,530 NARANGWAL,530 NARANGWAL,150.0,80.0,70.0,0.0,8.0,ARIEN,60.0,RAJPOOT,20.0,JUTT,10.0,5.0,4.0,6.0,10.0,8.0,7.0,1.0,PIDA MEMBER,0.0,,0.0,,4.0,,,,,,,100.0,33.0,34.0,33.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112742433.0,1,11,27,42,43,,,,,,
1,111284344,4,YOUSAF ABAD,,,45.0,42.0,3.0,0.0,2.0,RAJPOOT,99.0,JUTT,1.0,,0.0,15.0,10.0,10.0,50.0,35.0,18.0,1.0,PIDA MEMBER,0.0,,0.0,,4.0,,,,,,,100.0,33.3,33.3,33.3,0.0,1.0,20.0,1.0,3.0,2.0,0.0,,,,,,23.0,25.0,JUTT WALI ABADI,YOUSAF ABAD,,50.0,45.0,5.0,0.0,1.0,RAJPOOT,100.0,,0.0,,0.0,3.5,6.0,2.0,18.0,12.5,10.0,1.0,PIDA MEMBER,0.0,,0.0,,4.0,,,,,,,100.0,33.3,33.3,33.3,0.0,1.0,20.0,1.0,2.0,3.0,0.0,,,,,,496 G.B ABADI,,,50.0,43.0,7.0,0.0,1.0,RAJPOOT,100.0,,-99.0,,-99.0,8.0,4.0,6.0,25.0,20.0,18.0,1.0,PIDA MEMBER,0.0,,0.0,,4.0,,,,,,,100.0,33.3,33.3,33.3,0.0,1.0,20.0,2.0,1.0,3.0,0.0,,,,,,1112843444.0,1,11,28,43,44,,,,,,
1,112294445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122944451.0,1,12,29,44,45,,,,,,
1,112304546,2,RAQBA AQIL SHAH,DERAY SAYADAN,DERA HAFIZ KHUDAD,35.0,20.0,15.0,5.0,10.0,SAYAD,50.0,MAIKAN,30.0,PATHAN,20.0,3.0,5.0,5.0,125.0,50.0,25.0,0.0,,1.0,AGRICULTURE OFFICER,0.0,,1.0,2004.0,1.0,100.0,50.0,30.0,20.0,90.0,40.0,30.0,20.0,1.0,1.0,50.0,2.0,1.0,3.0,0.0,,,,,2.0,5.0,30.0,DERA MIAN FAIZ,DERA ZIA KHAN,DERAY CHOCHRI,17.0,10.0,7.0,2.0,8.0,PATHAN,50.0,MIANAY,25.0,CHOCHRI,25.0,12.0,15.0,8.0,50.0,25.0,25.0,0.0,,1.0,AGRICULTURE OFFICER,0.0,,1.0,2004.0,1.0,100.0,50.0,25.0,25.0,100.0,50.0,25.0,25.0,1.0,1.0,50.0,3.0,2.0,1.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123045462.0,1,12,30,45,46,,,,,,
1,112304647,3,BUNGA SIGWAL RAQBA,RAQBA GONDALAN,,5.0,5.0,0.0,0.0,3.0,,70.0,,20.0,,10.0,6.0,2.0,5.0,162.0,12.5,12.0,0.0,,0.0,,1.0,MPA TICKET HOLDER,4.0,,,,,,,95.0,30.0,40.0,25.0,0.0,0.0,,,,,0.0,,,,,2.0,5.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123046473.0,1,12,30,46,47,,,,,,
1,112314748,4,RAQBA PAKA DERA,MIRZA IJAZ RAQBA,JINNAH ABADI,35.0,30.0,5.0,1.0,10.0,RAJPOOT,45.0,ARAIN,25.0,SIAL,20.0,10.0,8.0,6.0,15.0,12.0,10.0,0.0,,0.0,,0.0,,4.0,,,,,,,90.0,30.0,25.0,35.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,,,,,2.0,21.0,26.0,HAJI FAIZ],RAQBAA ARAIYAN,BABU KHAN DERA,30.0,28.0,2.0,0.0,5.0,AGHA,60.0,ARAIN,20.0,NATH,20.0,8.0,4.0,4.0,28.0,25.0,12.0,1.0,CLERK,0.0,,0.0,,4.0,,,,,,,95.0,30.0,25.0,40.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,,,,,2.0,KACHI COLONY,RAQBA AWANAN,RAQBA JUTTAN,25.0,20.0,5.0,2.0,5.0,AWAN,40.0,NATH,30.0,SHAIKH,20.0,8.0,2.0,3.0,20.0,13.0,10.0,0.0,,0.0,,0.0,,4.0,,,,,,,95.0,40.0,20.0,35.0,0.0,1.0,50.0,3.0,2.0,1.0,0.0,,,,,2.0,1123147484.0,1,12,31,47,48,,,,,,
1,213324849,1,LADHO JOKHIO,LADHO JOKHIO,LADHO JOKHIO,16.0,6.0,10.0,7.0,6.0,PUNJAB,50.0,JOKHIO,25.0,BALOCH,25.0,16.0,32.0,40.0,32.0,40.0,32.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,50.0,15.0,35.0,0.0,1.0,75.0,2.0,3.0,1.0,0.0,,,,,,28.0,20.0,HAJI PEER MUHAMMAD,HAJI PEER MUHAMMAD,HAJI PEER MUHAMMAD,12.0,4.0,8.0,1.0,3.0,JOKHIO,80.0,BALOCH,10.0,PUNJABI,10.0,3.0,4.0,16.0,40.0,25.0,20.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,75.0,10.0,15.0,0.0,1.0,50.0,3.0,2.0,1.0,0.0,,,,,,HAMZA JOKHIO,HAMZA JOKHIO,HAMZA JOKHIO,6.0,3.0,3.0,2.0,3.0,JOKHIO,85.0,BALOCH,10.0,PUNJABI,5.0,8.0,6.0,5.0,40.0,32.0,25.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,20.0,50.0,30.0,0.0,1.0,85.0,3.0,1.0,2.0,0.0,,,,,,2133248491.0,2,13,32,48,49,,,,,,
1,213324950,2,JAM BAIRAGE,,,,20.0,,,3.0,JOKHIO,60.0,MOHANA,25.0,AMRO,15.0,3.0,2.5,5.0,60.0,30.0,17.0,0.0,,0.0,,0.0,,4.0,,,,,,,80.0,30.0,20.0,50.0,0.0,0.0,,,,,0.0,,,,,,20.0,28.0,MINORI,,,,15.0,,,1.0,JOKHIO,100.0,,,,,50.0,15.0,10.0,,,,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,25.0,25.0,50.0,0.0,0.0,,,,,0.0,,,,,,W/C 3,,,50.0,25.0,25.0,,1.0,JOKHIO,100.0,,-99.0,,-99.0,2.0,5.0,5.0,10.0,7.0,5.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,35.0,35.0,30.0,0.0,0.0,,,,,0.0,,,,,,2133249502.0,2,13,32,49,50,,,,,,
1,213324952,3,KHATHOR,,,120.0,40.0,80.0,0.0,4.0,JOKHIO,60.0,ZOHRA,20.0,MOHNA,20.0,6.0,10.0,8.0,22.0,15.0,12.0,0.0,,0.0,,0.0,,4.0,,,,,,,90.0,30.0,30.0,30.0,0.0,0.0,,,,,0.0,,,,,2.0,20.0,24.0,JARO,,,150.0,60.0,90.0,0.0,3.0,JOKHIO,60.0,ZOHAR,20.0,MOHANA,20.0,6.0,5.0,6.0,20.0,18.0,16.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,30.0,15.0,55.0,0.0,0.0,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133249523.0,2,13,32,49,52,,,,,,
1,213335051,4,4L,4L,4L,23.0,2.0,21.0,0.0,4.0,LASHARI,80.0,MEMON,15.0,CHANDIO,5.0,17.0,12.0,11.0,50.0,25.0,20.0,0.0,,0.0,,0.0,,4.0,,,,,,,25.0,5.0,10.0,10.0,0.0,0.0,,,,,0.0,,,,,,28.0,20.0,5R,5R,5R,25.0,2.0,23.0,0.0,4.0,LASHARI,80.0,MEMON,15.0,CHANDIO,5.0,17.0,12.0,11.0,50.0,25.0,20.0,0.0,,0.0,,0.0,,4.0,,,,,,,25.0,5.0,10.0,10.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2133351514.0,2,13,33,50,51,,,,,,
