Survey_Round,CID,Community,WC1_Set1,WC1_Set2,WC1_Set3,WC1_TnoF,WC1_NoLO,WC1_NoPTNLO,WC1_NoCArr_2y,WC1_NoZ,WC1_Name1,WC1_Percent1,WC1_Name2,WC1_Percent2,WC1_Name3,WC1_Percent3,WC1_HAH_Acres,WC1_MAH_Acres,WC1_TAH_Acres,WC1_LH_FLargest,WC1_LH_Slargest,WC1_LH_TLargest,WC1_LO_IA,WC1_LO_IAHP,WC1_LO_OP,WC1_LO_OPHP,WC1_LO_Pol,WC1_LO_PolHP,WC1_FO,WC1_FOStart_y,WC1_FO_Init,WC1_FO_EWC,WC1_FO_HWC,WC1_FO_MWC,WC1_FO_TWC,WC1_FMnI_EWC,WC1_FMnI_HWC,WC1_FMnI_MWC,WC1_FMnI_TWC,WC1_FO_CoActive,WC1_FExchCT,WC1_FExchCT_Percent,WC1_FExchCT_Head,WC1_FExchCT_Mid,WC1_FExchCT_Tail,WC1_FSCT,WC1_FSCT_Percent,WC1_FSCT_Head,WC1_FSCT_Mid,WC1_FSCT_Tail,WC1_Lining_Init,WC1_OpenK_w,WC1_OpenR_w,WC2_Set1,WC2_Set2,WC2_Set3,WC2_TnoF,WC2_NoLO,WC2_NoPTNLO,WC2_NoCArr_2y,WC2_NoZ,WC2_Name1,WC2_Percent1,WC2_Name2,WC2_Percent2,WC2_Name3,WC2_Percent3,WC2_HAH_Acres,WC2_MAH_Acres,WC2_TAH_Acres,WC2_LH_FLargest,WC2_LH_Slargest,WC2_LH_TLargest,WC2_LO_IA,WC2_LO_IAHP,WC2_LO_OP,WC2_LO_OPHP,WC2_LO_Pol,WC2_LO_PolHP,WC2_FO,WC2_FOStart_y,WC2_FO_Init,WC2_FO_EWC,WC2_FO_HWC,WC2_FO_MWC,WC2_FO_TWC,WC2_FMnI_EWC,WC2_FMnI_HWC,WC2_FMnI_MWC,WC2_FMnI_TWC,WC2_FO_CoActive,WC2_FExchCT,WC2_FExchCT_Percent,WC2_FExchCT_Head,WC2_FExchCT_Mid,WC2_FExchCT_Tail,WC2_FSCT,WC2_FSCT_Percent,WC2_FSCT_Head,WC2_FSCT_Mid,S11_Q_23_C_WC2_TAIL,WC2_Lining_Init,WC3_Set1,WC3_Set2,WC3_Set3,WC3_TnoF,WC3_NoLO,WC3_NoPTNLO,WC3_NoCArr_2y,WC3_NoZ,WC3_Name1,WC3_Percent1,WC3_Name2,WC3_Percent2,WC3_Name3,WC3_Percent3,WC3_HAH_Acres,WC3_MAH_Acres,WC3_TAH_Acres,WC3_LH_FLargest,WC3_LH_Slargest,WC3_LH_TLargest,WC3_LO_IA,WC3_LO_IAHP,WC3_LO_OP,WC3_LO_OPHP,WC3_LO_Pol,WC3_LO_PolHP,WC3_FO,WC3_FOStart_y,WC3_FO_Init,WC3_FO_EWC,WC3_FO_HWC,WC3_FO_MWC,WC3_FO_TWC,WC3_FMnI_EWC,WC3_FMnI_HWC,WC3_FMnI_MWC,WC3_FMnI_TWC,WC3_FO_CoActive,WC3_FExchCT,WC3_FExchCT_Percent,WC3_FExchCT_Head,WC3_FExchCT_Mid,WC3_FExchCT_Tail,WC3_FSCT,WC3_FSCT_Percent,WC3_FSCT_Head,WC3_FSCT_Mid,WC3_FSCT_Tail,WC3_Lining_Init,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,Item_ID,WC_CanalFull_w,WC_CanalHalf_w,WC_CanalQuarter_w,WC_CanalEmpty_w,WC_CNotFull_Res
1,214345253,1,KHUDABABAD,,,100.0,25.0,75.0,5.0,2.0,MANG NAJA,50.0,RANJHANI,50.0,,0.0,10.0,6.0,7.0,30.0,20.0,15.0,0.0,,0.0,,0.0,,4.0,,,,,,,75.0,25.0,25.0,25.0,0.0,0.0,,,,,0.0,,,,,,17.0,17.0,MANGNAJA,,,100.0,25.0,75.0,5.0,3.0,PHANWAR,70.0,BHUND,20.0,MIRASI,10.0,8.0,6.0,3.0,30.0,18.0,12.0,0.0,,0.0,,0.0,,4.0,0.0,0.0,,,,,50.0,30.0,10.0,10.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143452531.0,2,14,34,52,53,,,,,,
1,214355354,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143553542.0,2,14,35,53,54,,,,,,
1,214365455,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143654553.0,2,14,36,54,55,,,,,,
1,214375556,4,GHARO,,,50.0,40.0,10.0,0.0,5.0,BHUTTO,40.0,LAGARI,35.0,BABAR,25.0,2.0,1.5,1.0,5.0,3.0,2.0,0.0,,0.0,,0.0,,4.0,,,,,,,60.0,20.0,20.0,20.0,0.0,0.0,,,,,0.0,,,,,,24.0,0.0,GHARO,,,50.0,35.0,15.0,0.0,5.0,LAGARI,100.0,,,,,2.0,1.0,1.0,10.0,6.0,4.0,0.0,,0.0,,0.0,,4.0,,,,,,,70.0,25.0,25.0,20.0,0.0,0.0,,,,,0.0,,,,,,GHARO,,,25.0,20.0,5.0,0.0,5.0,BABAR,80.0,LAGARI,5.0,BHUTTO,4.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,,0.0,,0.0,,4.0,,,,,,,50.0,20.0,15.0,15.0,0.0,0.0,,,,,0.0,,,,,,2143755564.0,2,14,37,55,56,,,,,,
1,215385657,1,SALIM DARS,KALOO RAJAR,M SIDDIQUE DARS,100.0,4.0,96.0,8.0,5.0,MANGHWAR,45.0,KACHI,35.0,BHEEL,20.0,5.0,3.0,3.0,250.0,40.0,24.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,40.0,30.0,30.0,0.0,,2.0,1.0,3.0,2.0,0.0,,,,,2.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153856571.0,2,15,38,56,57,,,,,,
1,215395758,2,GUJRI,SAMATHARI,CHACH NO 1,80.0,15.0,65.0,3.0,3.0,BHEEL,50.0,MALLAH,30.0,KHATAK,20.0,2.0,3.0,4.0,48.0,32.0,32.0,0.0,,0.0,,0.0,,1.0,2005.0,1.0,100.0,50.0,30.0,20.0,100.0,40.0,30.0,30.0,1.0,1.0,10.0,2.0,1.0,3.0,0.0,,,,,2.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153957582.0,2,15,39,57,58,,,,,,
1,215395859,3,KARIMDAD JUNEJO,PIR BUX RAHOO,HAJI BACHAL,250.0,25.0,225.0,10.0,3.0,KHINDON,40.0,BHAT,30.0,JUNOTA,30.0,3.0,3.0,3.0,150.0,32.0,32.0,0.0,,0.0,,0.0,,1.0,2005.0,1.0,100.0,40.0,30.0,30.0,100.0,40.0,30.0,30.0,1.0,1.0,10.0,2.0,1.0,3.0,0.0,,,,,2.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153958593.0,2,15,39,58,59,,,,,,
1,215405960,4,MUHAMMAD HASSAN,MIR HASSAN,HAJI JUMOON,115.0,15.0,100.0,10.0,8.0,MANGWAR,40.0,BHEEL,30.0,BABAR,30.0,3.0,5.0,5.0,200.0,150.0,100.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,40.0,40.0,20.0,0.0,0.0,,,,,0.0,,,,,,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154059604.0,2,15,40,59,60,,,,,,
1,216416061,1,38 A,,,25.0,10.0,15.0,0.0,4.0,KHOSO,70.0,MANJHO,15.0,DASTI,15.0,40.0,100.0,85.0,40.0,30.0,25.0,0.0,,0.0,,0.0,,4.0,,,,,,,75.0,20.0,30.0,25.0,0.0,0.0,,,,,0.0,,,,,2.0,,,38 L,,,31.0,8.0,23.0,0.0,3.0,BASTI,50.0,KHOSO,30.0,MAMJHO,20.0,8.0,9.0,12.0,100.0,70.0,50.0,0.0,,0.0,,0.0,,4.0,,,,,,,60.0,20.0,18.0,22.0,0.0,0.0,,,,,0.0,,,,,2.0,36,,,10.0,10.0,10.0,20.0,3.0,JAKHRANI,40.0,KHOSO,30.0,JALANI,30.0,11.0,8.0,8.0,100.0,70.0,50.0,0.0,,0.0,,0.0,,4.0,,,,,,,80.0,30.0,35.0,15.0,0.0,0.0,,,,,0.0,,,,,2.0,2164160611.0,2,16,41,60,61,,,,,,
1,216416162,2,EAST AREA,NORTH AREA,NORTH AREA,16.0,1.0,16.0,0.0,2.0,JAKHRANI,62.5,SIPPER,37.5,,-99.0,5.0,3.0,4.0,175.0,15.0,10.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,35.0,35.0,30.0,0.0,0.0,,,,,0.0,,,,,,5.0,10.0,WEST AREA,SOUTH AREA,SOUTH AREA,16.0,1.0,15.0,0.0,2.0,JAKHRANI,93.75,SIPPER,6.25,-99,,5.0,4.0,6.0,65.0,45.0,42.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,35.0,35.0,30.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164161622.0,2,16,41,61,62,,,,,,
1,216426263,3,EASTERN SIDE,NORTH SIDE,,25.0,20.0,5.0,0.0,1.0,CHACHAR,100.0,,-99.0,,-99.0,3.0,2.0,2.0,8.0,5.0,4.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,35.0,35.0,30.0,0.0,0.0,,,,,0.0,,,,,,26.0,26.0,WESTER SIDE,SOTHERN SIDE,,15.0,15.0,0.0,0.0,2.0,CHACHAR,80.0,BALOUCH,20.0,,,3.0,2.0,2.0,20.0,6.0,5.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,35.0,40.0,25.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164262633.0,2,16,42,62,63,,,,,,
1,216436364,4,ESTRN SIDE,NORTHERN SIDE,,43.0,38.0,5.0,0.0,2.0,NINDWANI,99.93,BALKANI,0.06,,-99.0,125.0,2.0,5.0,125.0,15.0,14.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,30.0,40.0,30.0,0.0,0.0,,,,,0.0,,,,,,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164363644.0,2,16,43,63,64,,,,,,
1,217446465,1,AALI WAAH,,,60.0,20.0,40.0,0.0,4.0,,50.0,,25.0,,25.0,125.0,100.0,75.0,200.0,150.0,150.0,0.0,,0.0,,0.0,,4.0,,,,,,,30.0,12.0,13.0,5.0,0.0,0.0,,,,,0.0,,,,,,21.0,26.0,DARIWAAH,,,40.0,25.0,15.0,0.0,4.0,,50.0,,25.0,,20.0,30.0,25.0,25.0,115.0,100.0,90.0,0.0,,0.0,,0.0,,4.0,,,,,,,30.0,20.0,5.0,5.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174464651.0,2,17,44,64,65,,,,,,
1,217446566,2,AUTHON WATER,PANJO WATER,,85.0,15.0,70.0,70.0,3.0,,60.0,,40.0,,0.0,25.0,10.0,13.0,40.0,20.0,15.0,0.0,,0.0,,1.0,MDA 8,4.0,,,,,,,90.0,20.0,20.0,50.0,0.0,0.0,,,,,0.0,,,,,,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174465662.0,2,17,44,65,66,,,,,,
1,217446667,3,R D-13,NAE GHONI WAAH,,45.0,20.0,25.0,0.0,8.0,,50.0,,30.0,,20.0,15.0,15.0,12.0,60.0,50.0,25.0,0.0,,0.0,,0.0,,4.0,,,,,,,100.0,10.0,20.0,70.0,0.0,0.0,,,,,0.0,,,,,2.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174466673.0,2,17,44,66,67,,,,,,
1,217456768,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174567684.0,2,17,45,67,68,,,,,,
1,318466869,1,SKEEM PATI,ZAHAI PATI,BANDA PATI,400.0,100.0,300.0,0.0,10.0,GHAMARYANI,50.0,MIANGAN,35.0,PADARYIAN,15.0,10.0,1.0,1.0,20.0,5.0,4.0,0.0,,0.0,,0.0,,4.0,,,,,,,50.0,10.0,20.0,20.0,0.0,1.0,80.0,1.0,2.0,3.0,0.0,,,,,2.0,20.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184668691.0,3,18,46,68,69,,,,,,
1,318466970,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184669702.0,3,18,46,69,70,,,,,,
1,318467071,3,BANDA CHAIL,BAHRAM,KHORABAD,100.0,50.0,50.0,0.0,7.0,AFRIDI,50.0,GUJJAR,35.0,MOHMAND,15.0,5.0,3.0,4.0,20.0,15.0,10.0,0.0,,1.0,TEACHER,1.0,COUNCELLOR,4.0,,,,,,,50.0,20.0,10.0,20.0,0.0,1.0,5.0,2.0,1.0,3.0,0.0,,,,,2.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184670713.0,3,18,46,70,71,,,,,,
1,318467172,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184671724.0,3,18,46,71,72,,,,,,
1,319477273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194772731.0,3,19,47,72,73,,,,,,
1,319477274,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194772742.0,3,19,47,72,74,,,,,,
1,319477375,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194773753.0,3,19,47,73,75,,,,,,
1,319487476,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194874764.0,3,19,48,74,76,,,,,,
1,101010101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010101011.0,1,1,1,1,1,1.0,,,,,
1,101010101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010101011.0,1,1,1,1,1,2.0,,,,,
1,101010202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010102022.0,1,1,1,2,2,,,,,,
1,101010203,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010102033.0,1,1,1,2,3,,,,,,
1,101010203,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010102033.0,1,1,1,2,3,,,,,,
1,101020304,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010203044.0,1,1,2,3,4,1.0,0.0,16.0,4.0,0.0,
1,101020304,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010203044.0,1,1,2,3,4,2.0,15.0,3.0,0.0,0.0,
1,102030405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020304051.0,1,2,3,4,5,1.0,18.0,0.0,0.0,34.0,
1,102030405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020304051.0,1,2,3,4,5,2.0,16.0,0.0,0.0,36.0,
1,102030506,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020305062.0,1,2,3,5,6,1.0,12.0,0.0,0.0,40.0,
1,102030506,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020305062.0,1,2,3,5,6,2.0,12.0,0.0,0.0,40.0,
1,102030607,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020306073.0,1,2,3,6,7,1.0,10.0,10.0,0.0,32.0,
1,102030607,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020306073.0,1,2,3,6,7,2.0,10.0,10.0,0.0,32.0,
1,102040708,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020407084.0,1,2,4,7,8,,,,,,
1,103050809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030508091.0,1,3,5,8,9,1.0,7.0,10.0,0.0,3.0,
1,103050809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030508091.0,1,3,5,8,9,2.0,7.0,10.0,0.0,3.0,
1,103060910,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030609102.0,1,3,6,9,10,1.0,13.0,6.0,3.0,0.0,
1,103060910,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030609102.0,1,3,6,9,10,2.0,20.0,2.0,2.0,2.0,
1,103061011,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030610113.0,1,3,6,10,11,1.0,6.0,10.0,5.0,0.0,
1,103061011,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030610113.0,1,3,6,10,11,2.0,10.0,6.0,10.0,0.0,
1,103071112,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030711124.0,1,3,7,11,12,1.0,5.0,10.0,5.0,0.0,
1,103071112,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030711124.0,1,3,7,11,12,2.0,10.0,8.0,8.0,0.0,
