CID,PID,R_Age,R_Gender,R_PiP_y,R_HEL,R_TiM_y,R_MainIncomeSrc,Survey_Round,Community,FID,P_ID,D_ID,T_ID,M_ID
217446566,2,58,1,21.0,3,58.0,1,1.0,2.0,2174465662.0,2.0,17.0,44.0,66.0
217446566,3,29,1,11.0,7,29.0,3,1.0,2.0,2174465662.0,2.0,17.0,44.0,66.0
217446667,1,55,1,3.0,3,55.0,1,1.0,3.0,2174466673.0,2.0,17.0,44.0,67.0
217446667,2,53,1,20.0,23,53.0,1,1.0,3.0,2174466673.0,2.0,17.0,44.0,67.0
217446667,3,59,1,22.0,23,59.0,1,1.0,3.0,2174466673.0,2.0,17.0,44.0,67.0
217456768,1,41,1,20.0,23,41.0,1,1.0,4.0,2174567684.0,2.0,17.0,45.0,68.0
217456768,2,33,1,8.0,10,33.0,1,1.0,4.0,2174567684.0,2.0,17.0,45.0,68.0
217456768,3,55,1,30.0,23,55.0,1,1.0,4.0,2174567684.0,2.0,17.0,45.0,68.0
318466869,1,25,1,2.0,12,25.0,4,1.0,1.0,3184668691.0,3.0,18.0,46.0,69.0
318466869,2,50,1,40.0,8,50.0,1,1.0,1.0,3184668691.0,3.0,18.0,46.0,69.0
318466869,3,35,1,10.0,12,35.0,1,1.0,1.0,3184668691.0,3.0,18.0,46.0,69.0
318466970,1,39,1,10.0,13,39.0,4,1.0,2.0,3184669702.0,3.0,18.0,46.0,70.0
318466970,2,42,1,18.0,12,42.0,4,1.0,2.0,3184669702.0,3.0,18.0,46.0,70.0
318466970,3,27,1,7.0,14,27.0,3,1.0,2.0,3184669702.0,3.0,18.0,46.0,70.0
318467071,1,31,1,8.0,6,31.0,1,1.0,3.0,3184670713.0,3.0,18.0,46.0,71.0
318467071,2,45,1,20.0,13,45.0,4,1.0,3.0,3184670713.0,3.0,18.0,46.0,71.0
318467071,3,45,1,25.0,10,45.0,3,1.0,3.0,3184670713.0,3.0,18.0,46.0,71.0
318467172,1,50,1,10.0,9,50.0,3,1.0,4.0,3184671724.0,3.0,18.0,46.0,72.0
318467172,2,45,1,23.0,10,45.0,4,1.0,4.0,3184671724.0,3.0,18.0,46.0,72.0
318467172,3,66,1,25.0,8,66.0,6,1.0,4.0,3184671724.0,3.0,18.0,46.0,72.0
319477273,1,37,1,17.0,10,37.0,4,1.0,1.0,3194772731.0,3.0,19.0,47.0,73.0
319477273,2,45,1,20.0,10,45.0,5,1.0,1.0,3194772731.0,3.0,19.0,47.0,73.0
319477273,3,45,1,20.0,8,45.0,3,1.0,1.0,3194772731.0,3.0,19.0,47.0,73.0
319477274,1,61,1,20.0,5,61.0,3,1.0,2.0,3194772742.0,3.0,19.0,47.0,74.0
319477274,2,51,1,15.0,12,51.0,4,1.0,2.0,3194772742.0,3.0,19.0,47.0,74.0
319477274,3,45,1,19.0,13,45.0,4,1.0,2.0,3194772742.0,3.0,19.0,47.0,74.0
319477375,1,40,1,6.0,13,40.0,1,1.0,3.0,3194773753.0,3.0,19.0,47.0,75.0
319477375,2,44,1,23.0,13,44.0,4,1.0,3.0,3194773753.0,3.0,19.0,47.0,75.0
319477375,3,49,1,29.0,13,49.0,4,1.0,3.0,3194773753.0,3.0,19.0,47.0,75.0
319487476,1,55,1,4.0,10,55.0,1,1.0,4.0,3194874764.0,3.0,19.0,48.0,76.0
319487476,2,25,1,5.0,13,25.0,1,1.0,4.0,3194874764.0,3.0,19.0,48.0,76.0
319487476,3,58,1,10.0,5,58.0,1,1.0,4.0,3194874764.0,3.0,19.0,48.0,76.0
101010101,1,45,1,18.0,8,,3,,,,,,,
101010202,1,30,1,20.0,6,25.0,1,,,,,,,
101010203,1,20,1,7.0,0,,1,,,,,,,
101020304,1,49,1,2.0,17,,4,,,,,,,
102030405,1,63,1,11.0,12,43.0,5,,,,,,,
102030506,1,54,1,20.0,8,54.0,1,,,,,,,
102030607,1,26,1,13.0,10,26.0,1,,,,,,,
102040708,1,46,1,26.0,13,46.0,4,,,,,,,
103050809,1,62,1,20.0,10,62.0,1,,,,,,,
103060910,1,26,1,5.0,10,26.0,1,,,,,,,
103061011,1,68,1,32.0,8,33.0,1,,,,,,,
103071112,1,32,1,16.0,5,32.0,1,,,,,,,
104081213,1,54,1,20.0,9,54.0,8,,,,,,,
104081314,1,63,1,40.0,10,63.0,7,,,,,,,
104081415,1,40,1,20.0,10,40.0,3,,,,,,,
104091516,1,55,1,30.0,12,55.0,4,,,,,,,
105101617,1,31,1,15.0,8,31.0,1,,,,,,,
105101718,1,43,1,20.0,5,43.0,1,,,,,,,
105111819,1,61,1,50.0,23,61.0,1,,,,,,,
105121920,1,50,1,30.0,9,50.0,1,,,,,,,
106132021,1,30,1,10.0,13,30.0,4,,,,,,,
106132122,1,38,1,15.0,12,38.0,3,,,,,,,
106142223,1,62,1,40.0,10,50.0,3,,,,,,,
106142324,1,75,1,60.0,4,75.0,1,,,,,,,
107152425,1,40,1,14.0,10,35.0,4,,,,,,,
107152627,1,41,1,18.0,10,23.0,3,,,,,,,
107162526,1,55,1,25.0,5,25.0,3,,,,,,,
107172728,1,20,1,10.0,12,20.0,1,,,,,,,
108182829,1,48,1,33.0,5,48.0,1,,,,,,,
108192930,1,49,1,2.0,8,45.0,1,,,,,,,
108203031,1,56,1,25.0,10,56.0,5,,,,,,,
108213132,1,43,1,5.0,10,43.0,1,,,,,,,
109223233,1,62,1,23.0,13,62.0,1,,,,,,,
109223334,1,36,1,15.0,10,4.0,1,,,,,,,
109233435,1,21,1,4.0,8,21.0,7,,,,,,,
109233536,1,23,1,7.0,12,23.0,1,,,,,,,
110243637,1,65,1,40.0,0,65.0,1,,,,,,,
110243738,1,28,1,6.0,5,28.0,1,,,,,,,
110243839,1,21,1,0.4,12,21.0,4,,,,,,,
110253940,1,50,1,20.0,8,50.0,3,,,,,,,
111264041,1,50,1,4.0,10,50.0,1,,,,,,,
111274142,1,21,1,11.0,8,21.0,1,,,,,,,
111274243,1,24,1,1.0,12,24.0,1,,,,,,,
111284344,1,50,1,12.0,8,50.0,1,,,,,,,
112294445,1,35,1,20.0,0,35.0,3,,,,,,,
112304546,1,70,1,20.0,10,70.0,5,,,,,,,
112304647,1,55,1,4.0,5,55.0,3,,,,,,,
112314748,1,58,1,40.0,3,58.0,5,,,,,,,
213324849,1,30,1,20.0,0,30.0,1,,,,,,,
213324952,1,38,1,15.0,5,38.0,1,,,,,,,
213334950,1,20,1,8.0,2,20.0,3,,,,,,,
213335051,1,28,1,13.0,23,28.0,1,,,,,,,
214345253,1,56,1,4.0,5,56.0,1,,,,,,,
214355354,1,42,1,20.0,13,42.0,4,,,,,,,
214365455,1,32,1,10.0,8,32.0,1,,,,,,,
214365556,1,28,1,5.0,10,28.0,1,,,,,,,
215385657,1,54,1,27.0,10,54.0,1,,,,,,,
215395758,1,41,1,23.0,13,41.0,4,,,,,,,
215395859,1,50,1,26.0,14,,4,,,,,,,
215405960,1,32,1,10.0,10,8.0,1,,,,,,,
216416061,1,50,1,30.0,10,50.0,1,,,,,,,
216416162,1,38,1,20.0,12,38.0,1,,,,,,,
216426263,1,55,1,35.0,14,55.0,4,,,,,,,
216436364,1,35,1,25.0,13,35.0,1,,,,,,,
217446465,1,65,1,46.0,10,46.0,1,,,,,,,
217446566,1,60,1,35.0,0,60.0,1,,,,,,,
217446667,1,63,1,20.0,5,63.0,1,,,,,,,
217456768,1,56,1,30.0,2,56.0,3,,,,,,,
318466869,1,52,1,25.0,11,52.0,1,,,,,,,
318466970,1,40,1,15.0,14,40.0,3,,,,,,,
318467071,1,34,1,10.0,6,34.0,3,,,,,,,
318467172,1,69,1,40.0,8,69.0,6,,,,,,,
319477273,1,47,1,18.0,5,47.0,6,,,,,,,
319477274,1,51,1,25.0,9,51.0,1,,,,,,,
319477374,1,37,1,8.0,25,37.0,10,,,,,,,
319487476,1,35,1,8.0,13,35.0,6,,,,,,,
101010101,2,70,1,30.0,0,,1,,,,,,,
101010101,3,26,1,5.0,7,,3,,,,,,,
101010202,2,25,1,5.0,8,25.0,1,,,,,,,
101010202,3,22,1,10.0,0,,1,,,,,,,
101010203,2,46,1,20.0,0,,1,,,,,,,
101010203,3,35,1,15.0,0,,1,,,,,,,
101020304,2,32,1,5.0,12,,1,,,,,,,
101020304,3,35,1,3.0,6,,3,,,,,,,
102030405,2,29,1,13.0,12,29.0,1,,,,,,,
102030405,3,65,1,36.0,10,43.0,1,,,,,,,
102030506,2,37,1,3.0,12,3.0,1,,,,,,,
102030506,3,33,1,20.0,8,33.0,1,,,,,,,
102030607,2,67,1,55.0,0,67.0,1,,,,,,,
102030607,3,43,1,7.0,5,43.0,3,,,,,,,
102040708,2,36,1,10.0,10,36.0,1,,,,,,,
102040708,3,57,1,32.0,8,57.0,4,,,,,,,
103050809,2,33,1,16.0,4,33.0,1,,,,,,,
103050809,3,42,1,17.0,5,42.0,1,,,,,,,
103060910,2,35,1,10.0,10,35.0,1,,,,,,,
103060910,3,27,1,7.0,10,27.0,1,,,,,,,
103061011,2,40,1,20.0,6,40.0,1,,,,,,,
103061011,3,29,1,9.0,12,29.0,3,,,,,,,
103071112,2,30,1,16.0,8,30.0,1,,,,,,,
103071112,3,50,1,12.0,0,50.0,1,,,,,,,
104081213,2,25,1,5.0,13,25.0,7,,,,,,,
104081213,3,55,1,20.0,10,55.0,5,,,,,,,
104081314,2,47,1,30.0,10,47.0,3,,,,,,,
104081314,3,50,1,25.0,10,50.0,3,,,,,,,
104081415,2,20,1,5.0,9,20.0,3,,,,,,,
104081415,3,63,1,30.0,8,63.0,1,,,,,,,
104091516,2,45,1,25.0,8,45.0,1,,,,,,,
104091516,3,43,1,30.0,5,43.0,1,,,,,,,
105101617,2,41,1,25.0,12,41.0,1,,,,,,,
105101617,3,52,1,20.0,5,50.0,1,,,,,,,
105101718,2,59,1,6.0,0,59.0,1,,,,,,,
105101718,3,48,1,6.0,10,48.0,1,,,,,,,
105111819,2,31,1,20.0,23,31.0,1,,,,,,,
105111819,3,36,1,3.6,23,36.0,1,,,,,,,
105121920,2,47,1,5.0,12,47.0,4,,,,,,,
105121920,3,70,1,50.0,7,70.0,1,,,,,,,
106132021,2,28,1,12.0,10,28.0,1,,,,,,,
106132021,3,48,1,30.0,10,48.0,1,,,,,,,
106132122,2,23,1,10.0,10,20.0,3,,,,,,,
106132122,3,29,1,20.0,10,29.0,3,,,,,,,
106142223,2,48,1,35.0,10,40.0,3,,,,,,,
106142223,3,23,1,7.0,12,23.0,3,,,,,,,
106142324,2,60,1,38.0,10,60.0,4,,,,,,,
106142324,3,39,1,18.0,12,39.0,3,,,,,,,
107152425,2,25,1,7.0,10,25.0,1,,,,,,,
107152425,3,31,1,10.0,8,31.0,3,,,,,,,
107152627,2,24,1,4.0,12,24.0,1,,,,,,,
107152627,3,45,1,25.0,8,35.0,1,,,,,,,
107162526,2,50,1,25.0,4,25.0,3,,,,,,,
107162526,3,25,1,5.0,14,20.0,6,,,,,,,
107172728,2,38,1,20.0,14,38.0,1,,,,,,,
107172728,3,25,1,6.0,12,25.0,6,,,,,,,
108182829,2,52,1,27.0,10,52.0,4,,,,,,,
108182829,3,46,1,13.0,5,13.0,6,,,,,,,
108192930,2,24,1,2.0,10,24.0,1,,,,,,,
108192930,3,69,1,59.0,10,50.0,1,,,,,,,
108203031,2,57,1,5.0,10,57.0,1,,,,,,,
108203031,3,52,1,1.0,5,52.0,6,,,,,,,
108213132,2,33,1,2.0,8,33.0,1,,,,,,,
108213132,3,47,1,37.0,0,47.0,1,,,,,,,
109223233,2,30,1,10.0,5,30.0,3,,,,,,,
109223233,3,34,1,12.0,13,25.0,6,,,,,,,
109223334,2,32,1,8.0,10,32.0,1,,,,,,,
109223334,3,63,1,35.0,5,63.0,1,,,,,,,
109233435,2,43,1,15.0,6,37.0,3,,,,,,,
109233435,3,31,0,13.0,5,31.0,4,,,,,,,
109233536,2,24,1,1.0,14,24.0,1,,,,,,,
109233536,3,50,1,28.0,13,50.0,4,,,,,,,
110243637,2,65,1,30.0,8,65.0,1,,,,,,,
110243637,3,31,1,5.0,12,31.0,1,,,,,,,
110243738,2,46,1,15.0,10,46.0,3,,,,,,,
110243738,3,41,1,12.0,14,41.0,4,,,,,,,
110243839,2,43,1,20.0,5,43.0,1,,,,,,,
110243839,3,29,1,8.0,19,29.0,4,,,,,,,
110253940,2,37,1,11.0,13,37.0,1,,,,,,,
110253940,3,39,1,3.0,10,39.0,1,,,,,,,
111264041,2,50,1,35.0,5,50.0,1,,,,,,,
111264041,3,46,1,25.0,0,46.0,1,,,,,,,
111274142,2,24,1,8.0,10,24.0,1,,,,,,,
111274142,3,35,1,5.0,12,35.0,1,,,,,,,
111274243,2,35,1,20.0,10,35.0,3,,,,,,,
111274243,3,30,1,5.0,10,30.0,6,,,,,,,
111284344,2,43,1,4.0,8,43.0,3,,,,,,,
111284344,3,64,1,20.0,8,64.0,1,,,,,,,
112294445,2,40,1,20.0,10,40.0,1,,,,,,,
112294445,3,55,1,35.0,0,55.0,1,,,,,,,
112304546,2,50,1,31.0,0,50.0,1,,,,,,,
112304546,3,31,1,10.0,0,31.0,1,,,,,,,
112304647,2,67,1,40.0,0,67.0,1,,,,,,,
112304647,3,53,1,36.0,0,53.0,1,,,,,,,
112314748,2,54,1,10.0,10,54.0,5,,,,,,,
112314748,3,35,1,6.0,10,35.0,3,,,,,,,
213324849,2,28,1,15.0,0,28.0,1,,,,,,,
213324849,3,40,1,30.0,0,40.0,1,,,,,,,
213324952,2,45,1,17.0,2,45.0,1,,,,,,,
213324952,3,42,1,18.0,3,42.0,1,,,,,,,
213334950,2,20,1,8.0,3,20.0,1,,,,,,,
213334950,3,24,1,7.0,2,24.0,1,,,,,,,
213335051,2,29,1,12.0,23,29.0,1,,,,,,,
213335051,3,47,1,30.0,23,47.0,1,,,,,,,
214345253,2,48,1,15.0,13,48.0,8,,,,,,,
214345253,3,60,1,50.0,14,60.0,5,,,,,,,
214355354,2,44,1,10.0,14,44.0,3,,,,,,,
214355354,3,55,1,20.0,5,55.0,9,,,,,,,
214365455,2,63,1,40.0,3,63.0,1,,,,,,,
214365455,3,60,1,20.0,0,60.0,1,,,,,,,
214365556,2,28,1,5.0,12,28.0,1,,,,,,,
214365556,3,43,1,5.0,10,43.0,1,,,,,,,
215385657,2,43,1,25.0,12,43.0,4,,,,,,,
215385657,3,39,1,22.0,10,39.0,1,,,,,,,
215395758,2,25,1,5.0,18,25.0,3,,,,,,,
215395758,3,18,1,8.0,12,18.0,3,,,,,,,
215395859,2,40,1,30.0,5,40.0,1,,,,,,,
215395859,3,32,1,20.0,10,32.0,3,,,,,,,
215405960,2,26,1,15.0,5,8.0,1,,,,,,,
215405960,3,43,1,18.0,12,43.0,4,,,,,,,
216416061,2,60,1,40.0,8,60.0,3,,,,,,,
216416061,3,26,1,10.0,12,26.0,1,,,,,,,
216416162,2,50,1,40.0,0,50.0,1,,,,,,,
216416162,3,40,1,30.0,0,40.0,1,,,,,,,
216426263,2,49,1,25.0,14,49.0,4,,,,,,,
216426263,3,25,1,3.0,10,25.0,4,,,,,,,
216436364,2,68,1,50.0,25,68.0,1,,,,,,,
216436364,3,63,1,50.0,0,35.0,1,,,,,,,
217446465,2,36,1,5.0,13,36.0,4,,,,,,,
217446465,3,20,1,10.0,12,20.0,1,,,,,,,
217446566,2,47,1,22.0,5,47.0,1,,,,,,,
217446566,3,55,1,40.0,0,55.0,1,,,,,,,
217446667,2,56,1,40.0,0,56.0,1,,,,,,,
217446667,3,28,1,5.0,10,28.0,6,,,,,,,
217456768,2,44,1,20.0,10,,4,,,,,,,
217456768,3,43,1,4.0,12,43.0,5,,,,,,,
318466869,2,34,1,20.0,12,34.0,1,,,,,,,
318466869,3,63,1,45.0,0,63.0,1,,,,,,,
318466970,2,43,1,20.0,13,43.0,4,,,,,,,
318466970,3,25,1,5.0,8,25.0,4,,,,,,,
318467071,2,46,1,22.0,14,46.0,4,,,,,,,
318467071,3,47,1,20.0,10,47.0,3,,,,,,,
318467172,2,26,1,10.0,10,26.0,6,,,,,,,
318467172,3,30,1,10.0,6,30.0,6,,,,,,,
319477273,2,45,1,20.0,4,45.0,1,,,,,,,
319477273,3,59,1,18.0,8,59.0,5,,,,,,,
319477274,2,60,1,35.0,5,60.0,3,,,,,,,
319477274,3,44,1,18.0,14,44.0,1,,,,,,,
319477374,2,24,1,5.0,5,24.0,3,,,,,,,
319477374,3,27,1,10.0,10,27.0,1,,,,,,,
319487476,2,51,1,19.0,12,51.0,5,,,,,,,
319487476,3,63,1,35.0,23,7.0,3,,,,,,,
215395758,1,38,1,22.0,14,38.0,4,,,,,,,
213324952,1,39,1,20.0,8,39.0,6,,,,,,,
102030405,1,66,1,35.0,8,45.0,6,,,,,,,
105111819,1,55,1,25.0,5,37.0,1,,,,,,,
105121920,1,62,1,25.0,13,62.0,4,,,,,,,
107162526,1,26,1,7.0,13,26.0,3,,,,,,,
104081415,1,55,1,28.0,10,55.0,4,,,,,,,
104091516,1,47,1,20.0,13,47.0,1,,,,,,,
101010101,1,25,1,16.0,14,-44.0,3,,,,,,,
217446566,1,47,1,26.0,13,50.0,4,,,,,,,
318466970,1,44,1,14.0,14,44.0,4,,,,,,,
318467172,1,69,1,40.0,8,69.0,1,,,,,,,
217456768,1,28,1,14.0,10,50.0,6,,,,,,,
112314748,1,34,1,14.0,14,34.0,4,,,,,,,
213324950,1,27,1,18.0,23,27.0,6,,,,,,,
213324849,1,41,1,20.0,10,41.0,1,,,,,,,
112304546,1,70,1,22.0,10,60.0,1,,,,,,,
217446465,1,64,1,40.0,4,64.0,1,,,,,,,
214345253,1,51,1,12.0,12,51.0,1,,,,,,,
215395859,1,60,1,35.0,8,60.0,1,,,,,,,
215405960,1,57,1,4.0,5,15.0,1,,,,,,,
318466869,1,35,1,35.0,12,35.0,1,,,,,,,
214365455,1,59,1,10.0,0,40.0,1,,,,,,,
217446667,1,28,1,10.0,0,50.0,6,,,,,,,
104081213,1,36,1,6.0,10,36.0,3,,,,,,,
101020304,1,37,1,35.0,10,70.0,1,,,,,,,
104081314,1,54,1,40.0,8,54.0,3,,,,,,,
102030607,1,21,1,6.0,8,21.0,1,,,,,,,
102040708,1,31,1,10.0,6,31.0,6,,,,,,,
102030506,1,55,1,22.0,8,55.0,1,,,,,,,
106132021,1,61,1,40.0,12,61.0,1,,,,,,,
112304647,1,23,1,3.0,10,23.0,4,,,,,,,
103050809,1,63,1,14.0,10,63.0,1,,,,,,,
105101718,1,47,1,25.0,0,47.0,1,,,,,,,
110243839,1,41,1,41.0,0,41.0,6,,,,,,,
110243738,1,22,1,1.0,12,22.0,6,,,,,,,
109233435,1,55,1,30.0,10,55.0,1,,,,,,,
110253940,1,52,1,20.0,7,52.0,1,,,,,,,
216416061,1,49,1,28.0,10,49.0,1,,,,,,,
216416162,1,38,1,5.0,12,38.0,1,,,,,,,
216426263,1,50,1,27.0,14,50.0,4,,,,,,,
214375556,1,52,1,20.0,23,45.0,6,,,,,,,
318467071,1,35,1,12.0,12,35.0,3,,,,,,,
319477273,1,48,1,10.0,5,48.0,3,,,,,,,
107152425,1,29,1,11.0,10,29.0,1,,,,,,,
319487476,1,56,1,20.0,16,56.0,3,,,,,,,
108203031,1,55,1,15.0,10,55.0,1,,,,,,,
108213132,1,46,1,5.0,10,46.0,1,,,,,,,
109223233,1,30,1,10.0,10,30.0,6,,,,,,,
109233536,1,30,1,3.0,14,31.0,2,,,,,,,
111274142,1,41,1,10.0,10,41.0,1,,,,,,,
111274243,1,64,1,4.0,10,64.0,1,,,,,,,
106132122,1,33,1,20.0,8,33.0,1,,,,,,,
319477274,1,46,1,20.0,14,25.0,4,,,,,,,
106142223,1,45,1,3.0,12,45.0,3,,,,,,,
215385657,1,33,1,15.0,14,33.0,1,,,,,,,
111264041,1,50,1,4.0,10,50.0,4,,,,,,,
103060910,1,80,1,41.0,13,80.0,1,,,,,,,
103071112,1,50,1,20.0,4,50.0,1,,,,,,,
213335051,1,50,1,25.0,12,50.0,2,,,,,,,
112294445,1,22,1,8.0,10,22.0,1,,,,,,,
101010203,1,47,1,25.0,5,47.0,1,,,,,,,
103061011,1,75,1,20.0,8,32.0,1,,,,,,,
101010202,1,28,1,4.0,13,-44.0,1,,,,,,,
110243637,1,51,1,32.0,4,51.0,6,,,,,,,
109223334,1,55,1,25.0,10,55.0,6,,,,,,,
319477375,1,51,1,31.0,13,51.0,4,,,,,,,
108192930,1,50,1,9.0,5,40.0,1,,,,,,,
108182829,1,30,1,1.0,8,30.0,1,,,,,,,
106142324,1,55,1,12.0,10,55.0,1,,,,,,,
111284344,1,45,1,20.0,12,45.0,1,,,,,,,
105101617,1,63,1,29.0,5,55.0,1,,,,,,,
216436364,1,35,1,20.0,10,35.0,1,,,,,,,
