CID,Community,D_ID,FID,G_GiM_Better1,G_GiM_Better2,G_GiM_Better3,G_GiM_Worse1,G_GiM_Worse2,G_GiM_Worse3,G_IG_HC1,G_IG_HC2,G_IG_HC3,G_IG_SL1,G_IG_SL2,G_IG_SL3,G_IG_WU1,G_IG_WU2,G_IG_WU3,G_OMM,G_OMM_NoF,G_OMM_NoM,G_OMM_NoT,G_OMM_Purp1,G_OMM_Purp2,G_OMM_Purp3,G_OMM_Tunit,G_PrgmEffC_1y,G_PrgmEffC_5y,G_PrgmM_FIntro,G_PrgmM_NoHHB,G_PrgmM_StillRun,G_Prgm_2007NoHHB,G_Prgm_Decide,G_Prgm_ID,G_Prgm_ILoM,G_Prgm_M,G_Prgm_Name,G_Prgm_Purp1,G_Prgm_Purp2,G_Prgm_Purp3,M_ID,P_ID,Survey_Round,T_ID,UC_ID,Unnamed: 0
110243738.0,8.0,40.0,4409749528.0,23.0,7.0,17.0,4.0,3.0,1.0,1.0,4.0,2.0,7.0,9.0,8.0,8.0,7.0,9.0,2.0,0.0,55.0,4.0,13.0,11.0,17.0,7.0,7.0,2.0,10053.0,255.0,3.0,0.0,7.0,136.0,4.0,5.0,"Edhi Foundation, Khushal Pakistan, Aurat Foundation, BISP, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF, AKRSP, KHUSHAL PAKISTAN, Khashif foundation, SARHAD RSP, WATAN CARD, PPAF (AND PROGRAM FUNDED UNDER",22.0,19.0,8.0,152.0,4.0,4.0,96.0,148.0,82889.0
110243839.0,12.0,40.0,4409753572.0,10.0,20.0,15.0,2.0,6.0,8.0,8.0,5.0,4.0,3.0,4.0,8.0,8.0,7.0,6.0,2.0,-99.0,65.0,6.0,12.0,16.0,7.0,11.0,6.0,4.0,8040.0,214.0,3.0,0.0,3.0,136.0,3.0,4.0,"BISP, Watan Card, Aurat Foundation, Edhi Foundation, Khushal Pakistan, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF, AKRSP, AURAT FOUNDATION, EDHI FOUNDATION, SINDH RSP, WATAN CARD, PPAF (AND PROGRAM FUNDED UNDER",16.0,13.0,5.0,156.0,4.0,4.0,96.0,152.0,83324.0
110253940.0,12.0,30.0,3307618212.0,7.0,15.0,10.0,4.0,5.0,6.0,2.0,4.0,5.0,2.0,3.0,5.0,2.0,5.0,6.0,3.0,-98.0,179.0,10.0,21.0,21.0,16.0,15.0,7.0,0.0,8038.0,92.0,1.0,0.0,3.0,133.0,2.0,4.0,"NRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, PRSP, Sindh RSP, Sarhad RSP, PPAF, AKRSP, SARHAD RSP, KHUSHAL PAKISTAN, AURAT FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER, EDHI FOUNDATION, SINDH RSP, WATAN CARD",10.0,10.0,7.0,120.0,3.0,3.0,75.0,117.0,83476.0
111264041.0,4.0,44.0,4450561644.0,12.0,16.0,15.0,4.0,3.0,1.0,2.0,4.0,-99.0,4.0,2.0,8.0,2.0,8.0,6.0,2.0,0.0,55.0,9.0,6.0,13.0,10.0,9.0,8.0,3.0,10045.0,285.0,4.0,0.0,8.0,137.0,9.0,6.0,"PRSP, Sindh RSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, Sarhad RSP, PPAF, AKRSP, AURAT FOUNDATION, SINDH RSP, WATAN CARD, KHUSHAL PAKISTAN",13.0,8.0,8.0,164.0,4.0,4.0,104.0,160.0,84192.0
111274142.0,8.0,44.0,4450965688.0,5.0,17.0,14.0,3.0,4.0,5.0,5.0,7.0,-99.0,4.0,2.0,8.0,2.0,5.0,6.0,2.0,-99.0,110.0,11.0,10.0,13.0,15.0,4.0,3.0,5.0,8034.0,60.0,3.0,0.0,5.0,136.0,9.0,4.0,"Sarhad RSP, PPAF, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, AKRSP, SARHAD RSP, PPAF (AND PROGRAM FUNDED UNDER, EDHI FOUNDATION, AURAT FOUNDATION, WATAN CARD",18.0,5.0,4.0,168.0,4.0,4.0,108.0,164.0,84627.0
111274243.0,15.0,55.0,5563712165.0,10.0,8.0,6.0,2.0,5.0,8.0,2.0,5.0,6.0,6.0,2.0,4.0,5.0,4.0,2.0,2.0,-99.0,100.0,10.0,12.0,12.0,11.0,5.0,6.0,0.0,6025.0,38.0,3.0,0.0,2.0,133.0,6.0,3.0,"AKRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF, KHUSHAL PAKISTAN, SINDH RSP, WATAN CARD, AURAT FOUNDATION, SARHAD RSP, EDHI FOUNDATION",11.0,6.0,4.0,215.0,5.0,5.0,135.0,210.0,88915.0
111284344.0,16.0,44.0,4451373776.0,14.0,13.0,21.0,10.0,2.0,6.0,2.0,1.0,8.0,5.0,8.0,6.0,2.0,5.0,8.0,3.0,-99.0,170.0,13.0,14.0,21.0,20.0,9.0,6.0,3.0,6027.0,122.0,2.0,0.0,3.0,133.0,7.0,3.0,"Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF, AKRSP, PPAF (AND PROGRAM FUNDED UNDER, SINDH RSP, FFC, SARHAD RSP, EDHI FOUNDATION, KHUSHAL PAKISTAN",10.0,11.0,2.0,176.0,4.0,4.0,112.0,172.0,87281.0
112294445.0,3.0,36.0,3368833353.0,19.0,9.0,6.0,10.0,6.0,7.0,2.0,8.0,6.0,5.0,8.0,7.0,8.0,2.0,6.0,2.0,-99.0,80.0,10.0,13.0,13.0,16.0,7.0,7.0,0.0,6033.0,54.0,4.0,0.0,2.0,133.0,6.0,4.0,"Edhi Foundation, Aurat Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF, AKRSP, AURAT FOUNDATION, WATAN CARD, IRM, PPAF (AND PROGRAM FUNDED UNDER, SINDH RSP",12.0,3.0,4.0,135.0,3.0,3.0,87.0,132.0,85641.0
112304546.0,6.0,36.0,3369136386.0,22.0,15.0,9.0,10.0,6.0,7.0,2.0,5.0,6.0,5.0,4.0,9.0,2.0,5.0,8.0,2.0,-99.0,150.0,6.0,14.0,14.0,14.0,10.0,11.0,0.0,8042.0,21.0,1.0,0.0,2.0,133.0,6.0,4.0,"Khushal Pakistan, Aurat Foundation, Edhi Foundation, BISP, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF, AKRSP, SARHAD RSP, AURAT FOUNDATION, EDHI FOUNDATION, KHUSHAL PAKISTAN, WATAN CARD, SINDH RSP",12.0,4.0,3.0,138.0,3.0,3.0,90.0,135.0,86073.0
112304647.0,12.0,48.0,4492185892.0,26.0,13.0,17.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,1.0,0.0,50.0,4.0,6.0,7.0,8.0,1.0,6.0,0.0,6030.0,6.0,3.0,0.0,1.0,133.0,8.0,3.0,"BISP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF, AKRSP, SARHAD RSP, AURAT FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER, WATAN CARD, EDHI FOUNDATION, SINDH RSP",15.0,6.0,0.0,188.0,4.0,4.0,120.0,184.0,88582.0
112314748.0,16.0,48.0,4492589936.0,20.0,14.0,15.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,-99.0,185.0,15.0,19.0,20.0,15.0,15.0,4.0,0.0,10055.0,69.0,3.0,0.0,3.0,150.0,7.0,5.0,"Watan Card, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF, AKRSP, WATAN CARD, PPAF (AND PROGRAM FUNDED UNDER, KHUSHAL PAKISTAN, AURAT FOUNDATION",12.0,4.0,3.0,192.0,4.0,4.0,124.0,188.0,90713.0
213324849.0,4.0,52.0,8532993964.0,15.0,10.0,11.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,10046.0,352.0,3.0,0.0,10.0,136.0,8.0,5.0,"NRSP, PRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, Sindh RSP, Sarhad RSP, PPAF, AKRSP, EDHI FOUNDATION, SARHAD RSP, KHUSHAL PAKISTAN, WATAN CARD, SINDH RSP",26.0,18.0,10.0,196.0,8.0,4.0,128.0,192.0,87676.0
213324950.0,6.0,39.0,6399748506.0,5.0,8.0,6.0,3.0,4.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6034.0,408.0,0.0,0.0,1.0,67.0,2.0,3.0,"Sindh RSP, AURAT FOUNDATION, SAVE THE CHILDREN, SARHAD RSP, PPAF (AND PROGRAM FUNDED UNDER, PPAF, PRSP, SINDH RSP, BISP, AKRSP, WATAN CARD",4.0,6.0,0.0,150.0,6.0,3.0,96.0,147.0,48343.0
213324952.0,9.0,39.0,6399748569.0,13.0,9.0,8.0,8.0,9.0,-99.0,8.0,6.0,9.0,8.0,9.0,6.0,8.0,6.0,9.0,1.0,25.0,30.0,2.0,8.0,0.0,0.0,7.0,3.0,0.0,10056.0,581.0,3.0,0.0,3.0,133.0,7.0,5.0,"Sarhad RSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, PPAF, AKRSP, AURAT FOUNDATION, KHUSHAL PAKISTAN, HANDS, EDHI FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER, SINDH RSP, ACTED",16.0,10.0,0.0,156.0,6.0,3.0,96.0,147.0,88004.0
213334950.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,2.0,8.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,66.0,3.0,1.0,"Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF",4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,39715.0
213335051.0,16.0,52.0,8533406056.0,9.0,7.0,9.0,-99.0,0.0,0.0,5.0,6.0,8.0,5.0,6.0,7.0,5.0,6.0,8.0,1.0,0.0,12.0,3.0,6.0,2.0,7.0,2.0,4.0,0.0,8041.0,641.0,3.0,0.0,3.0,133.0,9.0,4.0,"PPAF, AKRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP, SINDH RSP, SARHAD RSP, WATAN CARD, EDHI FOUNDATION, AURAT FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER",14.0,12.0,3.0,204.0,8.0,4.0,132.0,200.0,90763.0
214345253.0,3.0,42.0,6430357593.0,17.0,19.0,-81.0,-99.0,0.0,0.0,8.0,6.0,5.0,8.0,6.0,9.0,8.0,6.0,5.0,3.0,-97.0,160.0,9.0,13.0,-83.0,20.0,18.0,8.0,0.0,10044.0,72.0,4.0,0.0,3.0,133.0,7.0,5.0,"AKRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF, KHUSHAL PAKISTAN, WATAN CARD, SARHAD RSP, PPAF (AND PROGRAM FUNDED UNDER, SRSO, EDHI FOUNDATION, SINDH RSP, ACTED",9.0,11.0,1.0,159.0,6.0,3.0,102.0,156.0,89112.0
214355354.0,14.0,98.0,15004874794.0,11.0,4.0,1.0,4.0,10.0,3.0,2.0,8.0,6.0,2.0,8.0,6.0,2.0,8.0,6.0,1.0,0.0,100.0,2.0,3.0,1.0,3.0,7.0,16.0,0.0,10049.0,638.0,4.0,0.0,9.0,77.0,12.0,5.0,"Aurat Foundation, Edhi Foundation, Khushal Pakistan, AKRSP, BISP, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP",37.0,20.0,13.0,378.0,14.0,7.0,245.0,371.0,47658.0
214365455.0,15.0,70.0,10718272765.0,7.0,18.0,17.0,4.0,3.0,7.0,2.0,6.0,8.0,2.0,6.0,8.0,2.0,6.0,8.0,1.0,0.0,10.0,10.0,4.0,3.0,8.0,3.0,12.0,0.0,12063.0,98.0,2.0,0.0,6.0,135.0,14.0,6.0,"BISP, Watan Card, PPAF, AKRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, NRSP, PRSP, Sindh RSP, PPAF (AND PROGRAM FUNDED UNDER, AURAT FOUNDATION, SARHAD RSP, EDHI FOUNDATION, WATAN CARD, SINDH RSP, KHUSHAL PAKISTAN",15.0,26.0,12.0,275.0,10.0,5.0,180.0,270.0,92187.0
214365556.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270.0,250.0,3.0,3.0,2.0,1.0,7.0,7.0,0.0,6032.0,105.0,1.0,0.0,3.0,66.0,4.0,3.0,"Sarhad RSP, PPAF, AKRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP",19.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,40930.0
214375556.0,28.0,98.0,15006288948.0,5.0,-95.0,5.0,3.0,4.0,10.0,4.0,6.0,8.0,8.0,6.0,-99.0,6.0,8.0,9.0,1.0,0.0,25.0,3.0,3.0,7.0,1.0,1.0,0.0,0.0,12066.0,182.0,0.0,0.0,5.0,106.0,5.0,6.0,"NRSP, PRSP, SINDH RSP, BISP, AURAT FOUNDATION, WATAN CARD, KHUSHAL PAKISTAN, EDHI FOUNDATION, AKRSP, SARHAD RSP, PPAF (AND PROGRAM FUNDED UNDER",12.0,7.0,9.0,392.0,14.0,7.0,259.0,385.0,59431.0
215385657.0,6.0,90.0,12923139426.0,9.0,19.0,8.0,10.0,4.0,3.0,5.0,8.0,9.0,5.0,6.0,8.0,5.0,6.0,8.0,1.0,0.0,100.0,7.0,4.0,6.0,1.0,3.0,7.0,0.0,12057.0,840.0,4.0,0.0,9.0,135.0,8.0,6.0,"Sindh RSP, Sarhad RSP, PPAF, AKRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, PPAF (AND PROGRAM FUNDED UNDER, KHUSHAL PAKISTAN, SARHAD RSP, SINDH RSP, AURAT FOUNDATION, EDHI FOUNDATION",17.0,10.0,8.0,342.0,12.0,6.0,228.0,336.0,95186.0
215395758.0,16.0,120.0,17231660656.0,7.0,14.0,18.0,10.0,4.0,-99.0,2.0,8.0,-99.0,2.0,4.0,-99.0,7.0,8.0,-99.0,2.0,-99.0,320.0,5.0,2.0,6.0,14.0,4.0,8.0,0.0,16061.0,4400.0,3.0,0.0,4.0,135.0,6.0,8.0,"PPAF, AKRSP, Sarhad RSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, WATAN CARD, PPAF (AND PROGRAM FUNDED UNDER, KHUSHAL PAKISTAN, EDHI FOUNDATION, SARHAD RSP, SINDH RSP",16.0,17.0,7.0,464.0,16.0,8.0,312.0,456.0,99832.0
215395859.0,15.0,75.0,10769792965.0,11.0,10.0,20.0,7.0,-99.0,0.0,2.0,7.0,8.0,5.0,8.0,-99.0,8.0,6.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12057.0,950.0,3.0,0.0,4.0,135.0,8.0,6.0,"Aurat Foundation, Edhi Foundation, Sarhad RSP, PPAF, AKRSP, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, WATAN CARD, EDHI FOUNDATION, AURAT FOUNDATION, SARHAD RSP, PPAF (AND PROGRAM FUNDED UNDER, KHUSHAL PAKISTAN, SINDH RSP",34.0,9.0,9.0,295.0,10.0,5.0,195.0,290.0,93973.0
215405960.0,16.0,60.0,8616238416.0,15.0,13.0,13.0,6.0,3.0,-99.0,2.0,4.0,-99.0,4.0,2.0,-99.0,7.0,8.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,12061.0,500.0,0.0,0.0,5.0,135.0,9.0,6.0,"Khushal Pakistan, BISP, Sarhad RSP, PPAF, AKRSP, Aurat Foundation, Edhi Foundation, Watan Card, NRSP, PRSP, Sindh RSP, KHUSHAL PAKISTAN, WATAN CARD, AURAT FOUNDATION, EDHI FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER",31.0,16.0,7.0,240.0,8.0,4.0,160.0,236.0,92305.0
216416061.0,7.0,112.0,15149124277.0,16.0,-89.0,13.0,-99.0,0.0,0.0,2.0,5.0,-99.0,2.0,4.0,-99.0,2.0,8.0,-99.0,2.0,0.0,25.0,15.0,5.0,9.0,12.0,12.0,7.0,0.0,20110.0,2440.0,3.0,0.0,6.0,192.0,8.0,10.0,"Watan Card, NRSP, Sarhad RSP, PPAF, AKRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, PRSP, Sindh RSP, SARHAD RSP, EDHI FOUNDATION, AURAT FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER, SINDH RSP",31.0,28.0,25.0,427.0,14.0,7.0,287.0,420.0,103743.0
216416162.0,6.0,48.0,6492484866.0,11.0,9.0,-94.0,2.0,5.0,-99.0,5.0,7.0,-99.0,7.0,8.0,-99.0,8.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12063.0,980.0,1.0,0.0,3.0,154.0,5.0,6.0,"PRSP, PPAF, AKRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, Sindh RSP, Sarhad RSP, WATAN CARD, EDHI FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER, KHUSHAL PAKISTAN, SINDH RSP",26.0,21.0,6.0,186.0,6.0,3.0,123.0,183.0,94738.0
216426263.0,12.0,64.0,8657050532.0,5.0,13.0,15.0,4.0,7.0,-99.0,2.0,-99.0,0.0,4.0,8.0,-99.0,4.0,8.0,-99.0,3.0,-99.0,125.0,12.0,19.0,15.0,-98.0,13.0,4.0,0.0,10053.0,935.0,1.0,0.0,2.0,149.0,6.0,5.0,"Sindh RSP, PPAF, AKRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sarhad RSP, SARHAD RSP, AURAT FOUNDATION, KHUSHAL PAKISTAN, WATAN CARD, PPAF (AND PROGRAM FUNDED UNDER",22.0,6.0,9.0,252.0,8.0,4.0,168.0,248.0,97305.0
216436364.0,20.0,80.0,10821818220.0,16.0,-91.0,10.0,4.0,5.0,-99.0,4.0,5.0,-99.0,4.0,5.0,8.0,4.0,-99.0,0.0,1.0,0.0,50.0,7.0,6.0,7.0,0.0,5.0,2.0,0.0,20107.0,510.0,0.0,0.0,6.0,186.0,13.0,10.0,"Sarhad RSP, PPAF, AKRSP, Aurat Foundation, Edhi Foundation, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, EDHI FOUNDATION, SINDH RSP, AURAT FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER, SARHAD RSP, WATAN CARD",52.0,34.0,33.0,320.0,10.0,5.0,215.0,315.0,99207.0
217446465.0,4.0,68.0,8697858604.0,18.0,18.0,-95.0,4.0,6.0,5.0,4.0,8.0,-99.0,4.0,8.0,-99.0,5.0,-99.0,0.0,1.0,0.0,55.0,7.0,7.0,0.0,0.0,2.0,4.0,0.0,14075.0,3523.0,0.0,0.0,20.0,147.0,12.0,8.0,"Aurat Foundation, Edhi Foundation, AKRSP, Khushal Pakistan, BISP, Watan Card, NRSP, PRSP, Sindh RSP, Sarhad RSP, PPAF, KHUSHAL PAKISTAN, WATAN CARD, SARHAD RSP, AURAT FOUNDATION, EDHI FOUNDATION, SINDH RSP",49.0,5.0,0.0,260.0,8.0,4.0,176.0,256.0,95632.0
217446566.0,8.0,68.0,8697862648.0,11.0,11.0,9.0,4.0,1.0,8.0,4.0,6.0,3.0,7.0,4.0,9.0,5.0,4.0,6.0,3.0,-99.0,40.0,9.0,10.0,3.0,9.0,15.0,2.0,0.0,12062.0,4455.0,0.0,0.0,12.0,135.0,6.0,6.0,"Khushal Pakistan, BISP, Aurat Foundation, Edhi Foundation, PRSP, AURAT FOUNDATION, EDHI FOUNDATION, SINDH RSP, NRSP, KHUSHAL PAKISTAN, PPAF (AND PROGRAM FUNDED UNDER, SARHAD RSP",30.0,12.0,0.0,264.0,8.0,4.0,176.0,260.0,95016.0
217446667.0,21.0,119.0,15221266711.0,8.0,15.0,-93.0,4.0,7.0,3.0,4.0,1.0,2.0,4.0,7.0,8.0,5.0,8.0,9.0,1.0,19.0,500.0,1.0,3.0,9.0,0.0,7.0,0.0,0.0,12063.0,365.0,0.0,0.0,10.0,135.0,9.0,6.0,"Watan Card, NRSP, AKRSP, WATAN CARD, BISP, SARHAD RSP, PPAF (AND PROGRAM FUNDED UNDER, SINDH RSP, KHUSHAL PAKISTAN",30.0,12.0,0.0,469.0,14.0,7.0,308.0,462.0,101805.0
217456768.0,16.0,68.0,8698270736.0,11.0,9.0,17.0,4.0,6.0,1.0,1.0,2.0,4.0,9.0,4.0,2.0,5.0,4.0,8.0,2.0,-99.0,80.0,9.0,3.0,8.0,-98.0,16.0,0.0,0.0,12060.0,275.0,0.0,0.0,7.0,135.0,9.0,6.0,"PRSP, Sindh RSP, EDHI FOUNDATION, AURAT FOUNDATION, BISP, ZAKAT/USHER, FUNDS FOR WIDOWS, SARHAD RSP, KHUSHAL PAKISTAN, SINDH RSP, WATAN CARD",32.0,15.0,0.0,272.0,8.0,4.0,180.0,268.0,95889.0
318466869.0,6.0,108.0,19108012146.0,14.0,10.0,18.0,4.0,1.0,-99.0,1.0,2.0,4.0,8.0,9.0,4.0,8.0,4.0,5.0,3.0,-99.0,220.0,10.0,17.0,-86.0,11.0,17.0,0.0,0.0,16081.0,1630.0,0.0,0.0,16.0,144.0,15.0,8.0,"Sarhad RSP, PPAF, AKRSP, Aurat Foundation, EDHI FOUNDATION, AURAT FOUNDATION, NRSP, PPAF (AND PROGRAM FUNDED UNDER, SINDH RSP, PRSP, SARHAD RSP",31.0,26.0,25.0,414.0,18.0,6.0,276.0,408.0,96987.0
318466970.0,6.0,54.0,9554009106.0,14.0,24.0,9.0,5.0,-99.0,0.0,1.0,2.0,-99.0,4.0,5.0,6.0,6.0,8.0,9.0,1.0,0.0,20.0,5.0,4.0,6.0,8.0,4.0,0.0,0.0,10048.0,279.0,0.0,0.0,4.0,133.0,6.0,5.0,"Edhi Foundation, BISP, AKRSP, KHUSHAL PAKISTAN, EDHI FOUNDATION, WATAN CARD, NRSP, SARHAD RSP",12.0,16.0,14.0,210.0,9.0,3.0,138.0,207.0,96429.0
318467071.0,27.0,162.0,28662036417.0,8.0,12.0,10.0,5.0,6.0,-99.0,1.0,2.0,4.0,4.0,6.0,8.0,4.0,6.0,-99.0,2.0,0.0,18.0,4.0,9.0,11.0,14.0,5.0,4.0,0.0,16081.0,174.0,0.0,0.0,16.0,138.0,13.0,8.0,"Khushal Pakistan, BISP, Watan Card, PRSP, SINDH RSP, AURAT FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER, EDHI FOUNDATION, SARHAD RSP, NRSP",40.0,21.0,39.0,639.0,27.0,9.0,414.0,630.0,106034.0
318467172.0,20.0,90.0,15923358620.0,16.0,5.0,-91.0,5.0,-99.0,0.0,4.0,6.0,-99.0,1.0,2.0,4.0,5.0,6.0,9.0,3.0,15.0,150.0,9.0,15.0,16.0,-87.0,11.0,0.0,0.0,12061.0,167.0,0.0,0.0,4.0,135.0,9.0,6.0,"NRSP, PRSP, KHUSHAL PAKISTAN, AKRSP, WATAN CARD, SINDH RSP, SARHAD RSP, AURAT FOUNDATION",29.0,25.0,15.0,360.0,15.0,5.0,230.0,355.0,99766.0
319477273.0,3.0,57.0,9584318193.0,12.0,15.0,15.0,7.0,6.0,5.0,1.0,2.0,5.0,1.0,2.0,4.0,6.0,9.0,-99.0,2.0,-99.0,35.0,9.0,12.0,14.0,-91.0,10.0,0.0,0.0,10046.0,245.0,0.0,0.0,9.0,133.0,6.0,5.0,"Sindh RSP, WATAN CARD, BISP, KHUSHAL PAKISTAN, EDHI FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER, AURAT FOUNDATION, AKRSP, NRSP, SINDH RSP",13.0,17.0,27.0,219.0,9.0,3.0,141.0,216.0,97733.0
319477274.0,22.0,209.0,35142500162.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-99.0,100.0,14.0,22.0,12.0,16.0,17.0,0.0,0.0,8033.0,70.0,0.0,0.0,3.0,133.0,5.0,4.0,"Sarhad RSP, SARHAD RSP, KHUSHAL PAKISTAN, EDHI FOUNDATION, PRSP, WATAN CARD, SINDH RSP, BISP, NRSP",13.0,17.0,16.0,814.0,33.0,11.0,517.0,792.0,115249.0
319477374.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,1.0,6.0,7.0,8.0,3.0,0.0,0.0,2008.0,5.0,0.0,0.0,1.0,66.0,1.0,1.0,"AURAT FOUNDATION, AKRSP, EDHI FOUNDATION, PPAF (AND PROGRAM FUNDED UNDER, WATAN CARD, NRSP, PRSP, BISP, SINDH RSP, KHUSHAL PAKISTAN",6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,45580.0
319477375.0,15.0,95.0,15973868765.0,5.0,6.0,-96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-99.0,110.0,9.0,8.0,15.0,-94.0,8.0,0.0,0.0,4020.0,40.0,1.0,0.0,5.0,67.0,2.0,2.0,PPAF,6.0,4.0,9.0,375.0,15.0,5.0,235.0,365.0,57308.0
319487476.0,12.0,57.0,9584624292.0,9.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-99.0,95.0,17.0,13.0,16.0,22.0,14.0,0.0,0.0,8038.0,51.0,0.0,0.0,7.0,133.0,6.0,4.0,"AKRSP, EDHI FOUNDATION, WATAN CARD, AURAT FOUNDATION, SARHAD RSP, PPAF (AND PROGRAM FUNDED UNDER, KHUSHAL PAKISTAN, BISP",16.0,10.0,19.0,228.0,9.0,3.0,144.0,222.0,99039.0
