CID,FID,Community,D_ID,M_ID,ND_ABC,ND_AM,ND_EventDesc,ND_Eventno,ND_FG,ND_FNGO,ND_LG,ND_M_5y,ND_M_y,ND_Oth,ND_PG,ND_PNGO,ND_UseAssist,ND_m1,ND_m2,ND_m3,ND_y1,ND_y2,ND_y3,P_ID,T_ID,UC_ID
216436364.0,2164363644.0,32.0,128.0,512.0,1.0,98.0,"Drought, Earthquake/landslide, Famine, Epidemic, Civil unrest or violence, Crop Insect/disease outbreak, Fire",36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,16.0,344.0,504.0
217446465.0,2174464651.0,8.0,136.0,520.0,5.0,164.0,"Flood/typhoon, Drought, Earthquake/landslide, Famine, Epidemic, Civil unrest or violence, Crop Insect/disease outbreak",36.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6029.0,2007.0,0.0,16.0,352.0,512.0
217446566.0,2174465662.0,16.0,136.0,528.0,1.0,100.0,"Fire, Flood/typhoon, Drought, Earthquake/landslide, Famine, Epidemic, Civil unrest or violence, Crop Insect/disease outbreak",36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,0.0,0.0,16.0,352.0,520.0
217446667.0,2174466673.0,24.0,136.0,536.0,2.0,150.0,"Fire, Flood/typhoon, Drought, Earthquake/landslide, Famine, Epidemic, Civil unrest or violence",36.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020.0,0.0,0.0,16.0,352.0,528.0
217456768.0,2174567684.0,32.0,136.0,544.0,1.0,75.0,"Crop Insect/disease outbreak, Fire, Flood/typhoon, Drought, Earthquake/landslide, Famine, Epidemic",36.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,12.0,0.0,0.0,2011.0,0.0,0.0,16.0,360.0,536.0
318466869.0,3184668691.0,8.0,144.0,552.0,3.0,160.0,"Civil unrest or violence, Crop Insect/disease outbreak, Fire, Flood/typhoon, Drought, Earthquake/landslide, Famine",36.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,9.0,0.0,0.0,4021.0,0.0,0.0,24.0,368.0,544.0
318466970.0,3184669702.0,16.0,144.0,560.0,2.0,40.0,"Epidemic, Civil unrest or violence, Crop Insect/disease outbreak, Fire, Flood/typhoon, Drought, Earthquake/landslide",36.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2009.0,2010.0,0.0,24.0,368.0,552.0
318467071.0,3184670713.0,24.0,144.0,568.0,4.0,145.0,"Famine, Epidemic, Civil unrest or violence, Crop Insect/disease outbreak, Fire, Flood/typhoon, Drought",36.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,0.0,6029.0,0.0,0.0,24.0,368.0,560.0
318467172.0,3184671724.0,32.0,144.0,576.0,2.0,200.0,"Earthquake/landslide, Famine, Epidemic, Civil unrest or violence, Crop Insect/disease outbreak, Fire, Flood/typhoon",36.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4019.0,0.0,0.0,24.0,368.0,568.0
319477273.0,3194772731.0,8.0,152.0,584.0,0.0,0.0,"Drought, Earthquake/landslide, Famine, Epidemic, Civil unrest or violence, Crop Insect/disease outbreak, Fire",36.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,14.0,10.0,0.0,0.0,0.0,24.0,376.0,576.0
319477274.0,3194772742.0,16.0,152.0,592.0,0.0,0.0,"Flood/typhoon, Drought, Earthquake/landslide, Famine, Epidemic, Civil unrest or violence, Crop Insect/disease outbreak",36.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,24.0,376.0,576.0
319477375.0,3194773753.0,24.0,152.0,600.0,0.0,0.0,"Fire, Flood/typhoon, Drought, Earthquake/landslide, Famine, Epidemic, Civil unrest or violence, Crop Insect/disease outbreak",36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,376.0,584.0
319487476.0,3194874764.0,32.0,152.0,608.0,0.0,0.0,"Fire, Flood/typhoon, Drought, Earthquake/landslide, Famine, Epidemic, Civil unrest or violence",36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,384.0,592.0
101010101.0,,,,,,,Crop Insect/disease outbreak,1.0,,,,,0.0,,,,,,,,,,,,,
101010101.0,,,,,2.0,20.0,,2.0,,,,,,,,,,,,,,,,,,
101010101.0,,,,,,,Fire,3.0,,,,,0.0,,,,,,,,,,,,,
101010101.0,,,,,,,Flood/typhoon,4.0,,,,,0.0,,,,,,,,,,,,,
101010101.0,,,,,,,Drought,5.0,,,,,0.0,,,,,,,,,,,,,
101010101.0,,,,,,,Earthquake/landslide,6.0,,,,,0.0,,,,,,,,,,,,,
101010101.0,,,,,,,Famine,7.0,,,,,0.0,,,,,,,,,,,,,
101010101.0,,,,,,,Epidemic,8.0,,,,,0.0,,,,,,,,,,,,,
101010101.0,,,,,,,Civil unrest or violence,9.0,,,,,0.0,,,,,,,,,,,,,
101010202.0,,,,,,,Crop Insect/disease outbreak,1.0,,,,,0.0,,,,,,,,,,,,,
101010202.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
101010202.0,,,,,,,Fire,3.0,,,,,0.0,,,,,,,,,,,,,
101010202.0,,,,,,,Flood/typhoon,4.0,,,,,0.0,,,,,,,,,,,,,
101010202.0,,,,,,,Drought,5.0,,,,,0.0,,,,,,,,,,,,,
101010202.0,,,,,,,Earthquake/landslide,6.0,,,,,0.0,,,,,,,,,,,,,
101010202.0,,,,,,,Famine,7.0,,,,,0.0,,,,,,,,,,,,,
101010202.0,,,,,,,Epidemic,8.0,,,,,0.0,,,,,,,,,,,,,
101010202.0,,,,,,,Civil unrest or violence,9.0,,,,,0.0,,,,,,,,,,,,,
101010203.0,,,,,1.0,1.0,Crop Insect/disease outbreak,1.0,,,,,0.0,,,,,,,,,,,,,
101010203.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
101010203.0,,,,,,,Fire,3.0,,,,,0.0,,,,,,,,,,,,,
101010203.0,,,,,,,Flood/typhoon,4.0,,,,,0.0,,,,,,,,,,,,,
101010203.0,,,,,,,Drought,5.0,,,,,0.0,,,,,,,,,,,,,
101010203.0,,,,,,,Earthquake/landslide,6.0,,,,,0.0,,,,,,,,,,,,,
101010203.0,,,,,,,Famine,7.0,,,,,0.0,,,,,,,,,,,,,
101010203.0,,,,,1.0,90.0,Epidemic,8.0,,,,,0.0,,,,,,,,,,,,,
101010203.0,,,,,,,Civil unrest or violence,9.0,,,,,0.0,,,,,,,,,,,,,
101020304.0,,,,,,,Crop Insect/disease outbreak,1.0,,,,,0.0,,,,,,,,,,,,,
101020304.0,,,,,2.0,5.0,,2.0,,,,,,,,,,,,,,,,,,
101020304.0,,,,,,,Fire,3.0,,,,,0.0,,,,,,,,,,,,,
101020304.0,,,,,3.0,,Flood/typhoon,4.0,,,,,0.0,,,,,,,,,,,,,
101020304.0,,,,,,,Drought,5.0,,,,,0.0,,,,,,,,,,,,,
101020304.0,,,,,,,Earthquake/landslide,6.0,,,,,0.0,,,,,,,,,,,,,
101020304.0,,,,,,,Famine,7.0,,,,,0.0,,,,,,,,,,,,,
101020304.0,,,,,1.0,40.0,Epidemic,8.0,,,,,0.0,,,,,,,,,,,,,
101020304.0,,,,,,,Civil unrest or violence,9.0,0.0,0.0,1.0,,1.0,0.0,,0.0,3.0,8.0,9.0,10.0,,,,,,
102030405.0,,,,,,,Crop Insect/disease outbreak,1.0,,,,,0.0,,,,,,,,,,,,,
102030405.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
102030405.0,,,,,,,Fire,3.0,,,,,0.0,,,,,,,,,,,,,
102030405.0,,,,,3.0,,Flood/typhoon,4.0,,,,,0.0,,,,,,,,,,,,,
102030405.0,,,,,,,Drought,5.0,,,,,0.0,,,,,,,,,,,,,
102030405.0,,,,,1.0,10.0,Earthquake/landslide,6.0,,,,,0.0,,,,,,,,,,,,,
102030405.0,,,,,,,Famine,7.0,,,,,0.0,,,,,,,,,,,,,
102030405.0,,,,,1.0,100.0,Epidemic,8.0,,,,,0.0,,,,,,,,,,,,,
102030405.0,,,,,,,Civil unrest or violence,9.0,,,,,0.0,,,,,,,,,,,,,
102030506.0,,,,,,,Crop Insect/disease outbreak,1.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,2.0,3.0,4.0,,,,,,
102030506.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
102030506.0,,,,,,,Fire,3.0,,,,,0.0,,,,,,,,,,,,,
102030506.0,,,,,,,Flood/typhoon,4.0,,,,,0.0,,,,,,,,,,,,,
102030506.0,,,,,,,Drought,5.0,,,,,0.0,,,,,,,,,,,,,
102030506.0,,,,,1.0,100.0,Earthquake/landslide,6.0,,,,,0.0,,,,,,,,,,,,,
102030506.0,,,,,,,Famine,7.0,,,,,0.0,,,,,,,,,,,,,
102030506.0,,,,,1.0,100.0,Epidemic,8.0,,,,,0.0,,,,,,,,,,,,,
102030506.0,,,,,,,Civil unrest or violence,9.0,,,,,0.0,,,,,,,,,,,,,
102030607.0,,,,,,,Crop Insect/disease outbreak,1.0,,,,,0.0,,,,,,,,,,,,,
102030607.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
102030607.0,,,,,,,Fire,3.0,,,,,0.0,,,,,,,,,,,,,
102030607.0,,,,,,,Flood/typhoon,4.0,,,,,0.0,,,,,,,,,,,,,
102030607.0,,,,,,,Drought,5.0,,,,,0.0,,,,,,,,,,,,,
102030607.0,,,,,,,Earthquake/landslide,6.0,,,,,0.0,,,,,,,,,,,,,
102030607.0,,,,,,,Famine,7.0,,,,,0.0,,,,,,,,,,,,,
102030607.0,,,,,2.0,70.0,Epidemic,8.0,,,,,0.0,,,,,,,,,,,,,
102030607.0,,,,,,,Civil unrest or violence,9.0,,,,,0.0,,,,,,,,,,,,,
102040708.0,,,,,,,Crop Insect/disease outbreak,1.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,2.0,3.0,4.0,,,,,,
102040708.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
102040708.0,,,,,1.0,100.0,Fire,3.0,,,,,0.0,,,,,,,,,,,,,
102040708.0,,,,,,,Flood/typhoon,4.0,,,,,0.0,,,,,,,,,,,,,
102040708.0,,,,,,,Drought,5.0,,,,,0.0,,,,,,,,,,,,,
102040708.0,,,,,2.0,30.0,Earthquake/landslide,6.0,,,,,0.0,,,,,,,,,,,,,
102040708.0,,,,,,,Famine,7.0,,,,,0.0,,,,,,,,,,,,,
102040708.0,,,,,2.0,70.0,Epidemic,8.0,,,,,0.0,,,,,,,,,,,,,
102040708.0,,,,,,,Civil unrest or violence,9.0,,,,,0.0,,,,,,,,,,,,,
103050809.0,,,,,,,Crop Insect/disease outbreak,1.0,,,,,0.0,,,,,,,,,,,,,
103050809.0,,,,,2.0,20.0,,2.0,,,,,,,,,,,,,,,,,,
103050809.0,,,,,,,FIRE,3.0,,,,,0.0,,,,,,,,,,,,,
103050809.0,,,,,,,FLOOD/TYPHOON,4.0,,,,,0.0,,,,,,,,,,,,,
103050809.0,,,,,,,DROUGHT,5.0,,,,,0.0,,,,,,,,,,,,,
103050809.0,,,,,,,EARTHQUAKE/LANDSLIDE,6.0,,,,,0.0,,,,,,,,,,,,,
103050809.0,,,,,3.0,,FAMINE,7.0,,,,,0.0,,,,,,,,,,,,,
103050809.0,,,,,1.0,30.0,EPIDEMIC,8.0,,,,,0.0,,,,,,,,,,,,,
103050809.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,9.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,8.0,9.0,10.0,,,,,,
103060910.0,,,,,,,FIRE,1.0,,,,,0.0,,,,,,,,,,,,,
103060910.0,,,,,3.0,,FLOOD/TYPHOON,2.0,0.0,0.0,1.0,,1.0,0.0,,0.0,0.0,6.0,7.0,8.0,,,,,,
103060910.0,,,,,,,DROUGHT,3.0,,,,,0.0,,,,,,,,,,,,,
103060910.0,,,,,,,EARTHQUAKE/LANDSLIDE,4.0,,,,,0.0,,,,,,,,,,,,,
103060910.0,,,,,,,FAMINE,5.0,,,,,0.0,,,,,,,,,,,,,
103060910.0,,,,,,,EPIDEMIC,6.0,,,,,0.0,,,,,,,,,,,,,
103060910.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,7.0,,,,,0.0,,,,,,,,,,,,,
103060910.0,,,,,2.0,40.0,FIRE,8.0,,,,,0.0,,,,,,,,,,,,,
103060910.0,,,,,,,FLOOD/TYPHOON,9.0,,,,,0.0,,,,,,,,,,,,,
103061011.0,,,,,,,DROUGHT,1.0,,,,,0.0,,,,,,,,,,,,,
103061011.0,,,,,,,EARTHQUAKE/LANDSLIDE,2.0,,,,,0.0,,,,,,,,,,,,,
103061011.0,,,,,2.0,40.0,FAMINE,3.0,,,,,0.0,,,,,,,,,,,,,
103061011.0,,,,,,,EPIDEMIC,4.0,,,,,0.0,,,,,,,,,,,,,
103061011.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,5.0,,,,,0.0,,,,,,,,,,,,,
103061011.0,,,,,3.0,,FIRE,6.0,,,,,0.0,,,,,,,,,,,,,
103061011.0,,,,,,,FLOOD/TYPHOON,7.0,,,,,0.0,,,,,,,,,,,,,
103061011.0,,,,,2.0,20.0,DROUGHT,8.0,,,,,0.0,,,,,,,,,,,,,
103061011.0,,,,,,,EARTHQUAKE/LANDSLIDE,9.0,,,,,0.0,,,,,,,,,,,,,
103071112.0,,,,,,,FAMINE,1.0,,,,,0.0,,,,,,,,,,,,,
103071112.0,,,,,,,EPIDEMIC,2.0,,,,,0.0,,,,,,,,,,,,,
103071112.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,3.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,8.0,-99.0,-99.0,,,,,,
103071112.0,,,,,,,FIRE,4.0,,,,,0.0,,,,,,,,,,,,,
103071112.0,,,,,,,FLOOD/TYPHOON,5.0,,,,,0.0,,,,,,,,,,,,,
103071112.0,,,,,,,DROUGHT,6.0,,,,,0.0,,,,,,,,,,,,,
103071112.0,,,,,1.0,10.0,EARTHQUAKE/LANDSLIDE,7.0,,,,,0.0,,,,,,,,,,,,,
103071112.0,,,,,2.0,60.0,FAMINE,8.0,,,,,0.0,,,,,,,,,,,,,
103071112.0,,,,,,,EPIDEMIC,9.0,,,,,0.0,,,,,,,,,,,,,
104081213.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,1.0,,,,,0.0,,,,,,,,,,,,,
104081213.0,,,,,,,FIRE,2.0,,,,,0.0,,,,,,,,,,,,,
104081213.0,,,,,,,FLOOD/TYPHOON,3.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,2.0,8.0,7.0,,,,,,
104081213.0,,,,,3.0,,DROUGHT,4.0,,,,,0.0,,,,,,,,,,,,,
104081213.0,,,,,,,EARTHQUAKE/LANDSLIDE,5.0,,,,,0.0,,,,,,,,,,,,,
104081213.0,,,,,,,FAMINE,6.0,,,,,0.0,,,,,,,,,,,,,
104081213.0,,,,,,,EPIDEMIC,7.0,,,,,0.0,,,,,,,,,,,,,
104081213.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,8.0,,,,,0.0,,,,,,,,,,,,,
104081213.0,,,,,,,FIRE,9.0,,,,,0.0,,,,,,,,,,,,,
104081314.0,,,,,,,FLOOD/TYPHOON,1.0,,,,,0.0,,,,,,,,,,,,,
104081314.0,,,,,,,DROUGHT,2.0,,,,,0.0,,,,,,,,,,,,,
104081314.0,,,,,,,EARTHQUAKE/LANDSLIDE,3.0,,,,,0.0,,,,,,,,,,,,,
104081314.0,,,,,3.0,,FAMINE,4.0,,,,,0.0,,,,,,,,,,,,,
104081314.0,,,,,,,EPIDEMIC,5.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,12.0,2.0,-99.0,,,,,,
104081314.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,6.0,,,,,0.0,,,,,,,,,,,,,
104081314.0,,,,,2.0,30.0,FIRE,7.0,,,,,0.0,,,,,,,,,,,,,
104081314.0,,,,,,,FLOOD/TYPHOON,8.0,,,,,0.0,,,,,,,,,,,,,
104081314.0,,,,,,,DROUGHT,9.0,,,,,0.0,,,,,,,,,,,,,
104081415.0,,,,,,,EARTHQUAKE/LANDSLIDE,1.0,,,,,0.0,,,,,,,,,,,,,
104081415.0,,,,,,,FAMINE,2.0,,,,,0.0,,,,,,,,,,,,,
104081415.0,,,,,,,EPIDEMIC,3.0,,,,,0.0,,,,,,,,,,,,,
104081415.0,,,,,3.0,,CROP INSECT/DISEASE OUTBREAK,4.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,12.0,-99.0,-99.0,,,,,,
104081415.0,,,,,,,FIRE,5.0,,,,,0.0,,,,,,,,,,,,,
104081415.0,,,,,,,FLOOD/TYPHOON,6.0,,,,,0.0,,,,,,,,,,,,,
104081415.0,,,,,3.0,,DROUGHT,7.0,,,,,0.0,,,,,,,,,,,,,
104081415.0,,,,,,,EARTHQUAKE/LANDSLIDE,8.0,,,,,0.0,,,,,,,,,,,,,
104081415.0,,,,,,,FAMINE,9.0,,,,,0.0,,,,,,,,,,,,,
104091516.0,,,,,,,EPIDEMIC,1.0,,,,,0.0,,,,,,,,,,,,,
104091516.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,2.0,,,,,0.0,,,,,,,,,,,,,
104091516.0,,,,,,,FIRE,3.0,,,,,0.0,,,,,,,,,,,,,
104091516.0,,,,,3.0,,FLOOD/TYPHOON,4.0,,,,,0.0,,,,,,,,,,,,,
104091516.0,,,,,,,DROUGHT,5.0,,,,,0.0,,,,,,,,,,,,,
104091516.0,,,,,,,EARTHQUAKE/LANDSLIDE,6.0,,,,,0.0,,,,,,,,,,,,,
104091516.0,,,,,,,FAMINE,7.0,,,,,0.0,,,,,,,,,,,,,
104091516.0,,,,,,,EPIDEMIC,8.0,,,,,0.0,,,,,,,,,,,,,
104091516.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,9.0,,,,,0.0,,,,,,,,,,,,,
105101617.0,,,,,,,FIRE,1.0,,,,,0.0,,,,,,,,,,,,,
105101617.0,,,,,,,FLOOD/TYPHOON,2.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,4.0,-99.0,-99.0,,,,,,
105101617.0,,,,,,,DROUGHT,3.0,,,,,0.0,,,,,,,,,,,,,
105101617.0,,,,,,,EARTHQUAKE/LANDSLIDE,4.0,,,,,0.0,,,,,,,,,,,,,
105101617.0,,,,,,,FAMINE,5.0,,,,,0.0,,,,,,,,,,,,,
105101617.0,,,,,,,EPIDEMIC,6.0,,,,,0.0,,,,,,,,,,,,,
105101617.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,7.0,,,,,0.0,,,,,,,,,,,,,
105101617.0,,,,,,,FIRE,8.0,,,,,0.0,,,,,,,,,,,,,
105101617.0,,,,,,,FLOOD/TYPHOON,9.0,,,,,0.0,,,,,,,,,,,,,
105101718.0,,,,,,,DROUGHT,1.0,,,,,0.0,,,,,,,,,,,,,
105101718.0,,,,,,,EARTHQUAKE/LANDSLIDE,2.0,,,,,0.0,,,,,,,,,,,,,
105101718.0,,,,,,,FAMINE,3.0,,,,,0.0,,,,,,,,,,,,,
105101718.0,,,,,,,EPIDEMIC,4.0,,,,,0.0,,,,,,,,,,,,,
105101718.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,5.0,,,,,0.0,,,,,,,,,,,,,
105101718.0,,,,,,,FIRE,6.0,,,,,0.0,,,,,,,,,,,,,
105101718.0,,,,,,,FLOOD/TYPHOON,7.0,,,,,0.0,,,,,,,,,,,,,
105101718.0,,,,,,,DROUGHT,8.0,,,,,0.0,,,,,,,,,,,,,
105101718.0,,,,,,,EARTHQUAKE/LANDSLIDE,9.0,,,,,0.0,,,,,,,,,,,,,
105111819.0,,,,,,,FAMINE,1.0,,,,,0.0,,,,,,,,,,,,,
105111819.0,,,,,,,EPIDEMIC,2.0,,,,,0.0,,,,,,,,,,,,,
105111819.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,3.0,,,,,0.0,,,,,,,,,,,,,
105111819.0,,,,,,,FIRE,4.0,,,,,0.0,,,,,,,,,,,,,
105111819.0,,,,,,,FLOOD/TYPHOON,5.0,,,,,0.0,,,,,,,,,,,,,
105111819.0,,,,,,,DROUGHT,6.0,,,,,0.0,,,,,,,,,,,,,
105111819.0,,,,,,,EARTHQUAKE/LANDSLIDE,7.0,,,,,0.0,,,,,,,,,,,,,
105111819.0,,,,,2.0,20.0,FAMINE,8.0,,,,,0.0,,,,,,,,,,,,,
105111819.0,,,,,,,EPIDEMIC,9.0,,,,,0.0,,,,,,,,,,,,,
105121920.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,1.0,,,,,1.0,,,,,5.0,6.0,7.0,,,,,,
105121920.0,,,,,,,FIRE,2.0,,,,,0.0,,,,,,,,,,,,,
105121920.0,,,,,,,FLOOD/TYPHOON,3.0,,,,,0.0,,,,,,,,,,,,,
105121920.0,,,,,,,DROUGHT,4.0,,,,,0.0,,,,,,,,,,,,,
105121920.0,,,,,,,EARTHQUAKE/LANDSLIDE,5.0,,,,,0.0,,,,,,,,,,,,,
105121920.0,,,,,,,FAMINE,6.0,,,,,0.0,,,,,,,,,,,,,
105121920.0,,,,,,,EPIDEMIC,7.0,,,,,0.0,,,,,,,,,,,,,
105121920.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,8.0,,,,,0.0,,,,,,,,,,,,,
105121920.0,,,,,,,FIRE,9.0,,,,,0.0,,,,,,,,,,,,,
106132021.0,,,,,,,FLOOD/TYPHOON,1.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,6.0,7.0,-99.0,,,,,,
106132021.0,,,,,,,DROUGHT,2.0,,,,,0.0,,,,,,,,,,,,,
106132021.0,,,,,,,EARTHQUAKE/LANDSLIDE,3.0,,,,,0.0,,,,,,,,,,,,,
106132021.0,,,,,,,FAMINE,4.0,,,,,0.0,,,,,,,,,,,,,
106132021.0,,,,,,,EPIDEMIC,5.0,,,,,0.0,,,,,,,,,,,,,
106132021.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,6.0,,,,,0.0,,,,,,,,,,,,,
106132021.0,,,,,,,FIRE,7.0,,,,,0.0,,,,,,,,,,,,,
106132021.0,,,,,,,FLOOD/TYPHOON,8.0,,,,,0.0,,,,,,,,,,,,,
106132021.0,,,,,,,DROUGHT,9.0,,,,,0.0,,,,,,,,,,,,,
106132122.0,,,,,,,EARTHQUAKE/LANDSLIDE,1.0,,,,,0.0,,,,,,,,,,,,,
106132122.0,,,,,,,FAMINE,2.0,,,,,0.0,,,,,,,,,,,,,
106132122.0,,,,,1.0,50.0,EPIDEMIC,3.0,,,,,0.0,,,,,,,,,,,,,
106132122.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,4.0,,,,,1.0,,,,,6.0,5.0,4.0,,,,,,
106132122.0,,,,,,,FIRE,5.0,,,,,0.0,,,,,,,,,,,,,
106132122.0,,,,,1.0,60.0,FLOOD/TYPHOON,6.0,,,,,0.0,,,,,,,,,,,,,
106132122.0,,,,,,,DROUGHT,7.0,,,,,0.0,,,,,,,,,,,,,
106132122.0,,,,,,,EARTHQUAKE/LANDSLIDE,8.0,,,,,0.0,,,,,,,,,,,,,
106132122.0,,,,,,,FAMINE,9.0,,,,,0.0,,,,,,,,,,,,,
106142223.0,,,,,,,EPIDEMIC,1.0,,,,,0.0,,,,,,,,,,,,,
106142223.0,,,,,1.0,90.0,CROP INSECT/DISEASE OUTBREAK,2.0,,,,,0.0,,,,,,,,,,,,,
106142223.0,,,,,,,FIRE,3.0,,,,,0.0,,,,,,,,,,,,,
106142223.0,,,,,,,FLOOD/TYPHOON,4.0,,,,,0.0,,,,,,,,,,,,,
106142223.0,,,,,,,DROUGHT,5.0,,,,,0.0,,,,,,,,,,,,,
106142223.0,,,,,,,EARTHQUAKE/LANDSLIDE,6.0,,,,,0.0,,,,,,,,,,,,,
106142223.0,,,,,,,FAMINE,7.0,,,,,0.0,,,,,,,,,,,,,
106142223.0,,,,,,,EPIDEMIC,8.0,,,,,0.0,,,,,,,,,,,,,
106142223.0,,,,,,,CROP INSECT/DISEASE OUTBREAK,9.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,9.0,10.0,-99.0,,,,,,
106142324.0,,,,,,,FIRE,1.0,,,,,0.0,,,,,,,,,,,,,
106142324.0,,,,,1.0,80.0,FLOOD/TYPHOON,2.0,,,,,0.0,,,,,,,,,,,,,
106142324.0,,,,,,,DROUGHT,3.0,,,,,0.0,,,,,,,,,,,,,
106142324.0,,,,,,,EARTHQUAKE/LANDSLIDE,4.0,,,,,0.0,,,,,,,,,,,,,
106142324.0,,,,,,,FAMINE,5.0,,,,,0.0,,,,,,,,,,,,,
106142324.0,,,,,,,EPIDEMIC,6.0,,,,,0.0,,,,,,,,,,,,,
